Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Monarch's Stone,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 25% of foe's Atk at start of combat, - 4; min 5, max 14), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces damage from foe's first attack by 40% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack) during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Moonless Breath,16,1,"Unit can counterattack regardless of foe's range. If unit is within 2 spaces of an ally and deals damage to foe using a Special, restores 30% of unit's maximum HP. (Triggers even if 0 damage is dealt.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Moonlight Stone,16,1,"Accelerates Special trigger (cooldown count-1). At the start of turn 1, if foe's attack can trigger unit's Special, grants Special cooldown count-2. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit during combat, grants Special cooldown charge +1 to unit per unit's attack and inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces damage dealt to unit by 8 when foe's attack triggers unit's Special. (Excludes Miracle.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Moonstrike Breath,16,1,"Accelerates Special trigger (cooldown count-1). If unit is within 2 spaces of an ally, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, and also, if unit deals damage to foe using a Special, restores 30% of unit's maximum HP. (Triggers even if 0 damage is dealt.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,New-Sun Stone,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit, reduces damage from foe's first attack by 15% of unit's Atk (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,New-Sun Stone+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit, reduces damage from foe's first attack by 15% of unit's Atk (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Nurturing Breath,16,1,"Grants Def+3. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. Grants Atk/Spd/Def/Res+2 to allies within 7 rows and 7 columns centered on unit during combat.",400,Yes
,Opposing Stones,16,1,"Accelerates Special trigger (cooldown count-1).Effective against dragon foes. Neutralizes ""effective against armored"" bonuses. If foe's Range = 2, calculates damage using the lower of foe's Def or Res. Unit can counterattack regardless of foe's range.Reduces damage from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 80%.Grants weapon-triangle advantage against colorless foes and inflicts weapon-triangle disadvantage on colorless foes during combat.At start of turn, if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts penalty on foe's Atk/Def/Res = 5 + number of allies within 3 spaces of unit × 3 (max 14; if unit triggers Savior, value is treated as 14), and reduces damage from foe's attacks by 20% of unit's Res during combat (excluding area-of-effect Specials), and after combat, restores 7 HP to unit, and also, if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.Grants Atk/Def/Res+4 to allies within 3 spaces during combat and restores 7 HP to those allies after their combat.",400,Yes
,Oracle's Breath,16,1,"Grants Atk+3. If a bonus granted by a skill like Rally or Hone is active on unit, foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Pale Breath,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Pale Breath+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Primordial Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe's Range = 2, calculates damage using the lower of foe's Def or Res. If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk/Spd/Def/Res+5 to unit and grants unit Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",400,Yes
,Purifying Breath,14,1,"Slows Special trigger (cooldown count+1). Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Razing Breath,16,1,"Effective against dragon foes. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Remote Breath,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, unit makes a guaranteed follow-up attack, and also, if unit's attack can trigger their Special, grants Special cooldown count-1 to unit before unit's first attack during combat, and if foe's attack can trigger their Special and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+1 on foe before foe's first attack during combat. (Cannot exceed the foe's maximum Special cooldown.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
File:Weapon Revealing Breath.png,Revealing Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, unit makes a guaranteed follow-up attack, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces damage from foe's follow-up attack by 30% of unit's Res during combat (""follow-up attack"" normally means only the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Ruinous Frost,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+6 to unit, inflicts Atk-6 on foe, and unit's first attack deals damage = 40% of foe's Res during combat, and also, both unit and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Savage Breath,16,1,"Grants Atk+3. Grants Atk/Spd/Def/Res+X. (Calculates X based on number of allies within 2 spaces of unit: 0 allies grants +6; 1 ally grants +4;  2 allies grants +2; ≥3 allies grants +0.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Serenity Breath,10,1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Res-5 on foe during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Serenity Breath+,14,1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Res-5 on foe during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Shadow Breath,16,1,"Grants Atk+3. At start of turn, grants Atk/Res+6 and【En Garde】to unit and allies within 2 spaces of unit for 1 turn. If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Res-6 on foe during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【En Garde】Neutralizes damage outside of combat (from skills like Poison Strike, structures like Bolt Tower, etc.) except damage dealt by area-of-effect Specials.",400,Yes
,Silent Breath,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, inflicts Atk/Spd/Def/Res-X on foe (X = current bonus on each of foe's stats × 2; example: if foe has +7 bonus to Spd, inflicts Spd-14, for a net penalty of Spd-7; calculates each stat penalty independently), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attacks by 7 during combat (""follow-up attack"" normally means only the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Silent Power,16,1,"Grants Spd+3. Unit can move to a space within 2 spaces of support partner. At start of turn, if unit is within 3 spaces of support partner, grants【Null Follow-Up】to unit and that ally for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.",400,Yes
,Snow's Grace,16,1,"Neutralizes ""effective against dragons"" bonuses. Grants Spd+3. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd/Def/Res+5 during  combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Spirit Breath,16,1,"Grants Def+3. If unit initiates combat and unit's Def ≥ foe's Def+5, unit makes a guaranteed follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Starlight Stone,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt), and also, if foe can make a follow-up attack, reduces damage from foe's first attack during combat by 75%. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Stone of Delights,16,1,"Accelerates Special trigger (cooldown count-1).If foe's Range = 2, calculates damage using the lower of foe's Def or Res.At start of turn, grants Special cooldown count-1 to unit and to any ally with max HP < unit's max HP.If unit is within 3 spaces of an ally, inflicts penalty on foe's Atk/Def/Res = 5 + number of allies within 3 spaces of unit × 3 (max 14; if unit triggers Savior, value is treated as 14), unit deals +X damage, and reduces damage from foe's attacks by X during combat (X = unit's max HP - foe's HP at start of combat; max 16; min 8; including when dealing damage with a Special triggered before combat, in which case X is calculated using HP before Special triggers), and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack (cannot exceed the foe's maximum Special cooldown).If unit is within 3 spaces of an ally, and unit's Special cooldown count is at its maximum value after combat, grants Special cooldown count-1 to unit after combat.",400,Yes
,Sublime Surge,16,1,"Neutralizes ""effective against dragons"" bonuses. Unit can counterattack regardless of foe's range. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Summer's Breath,16,1,"Effective against dragon foes. Grants Def+3. If foe initiates combat, grants Special cooldown charge +1 per attack during combat. (Only highest value applied. Does not stack.) If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Sun Dragonstone,16,1,"If foe initiates combat or if a bonus granted by a skill like Rally or Hone is not active on foe, grants Atk/Spd/Def/Res+4 to unit during combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Surprise Breath,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Res+5 to unit during combat and inflicts penalty on foe's Atk/Res during combat = 20% of unit's Res at start of combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Surprise Breath+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Res+5 to unit during combat and inflicts penalty on foe's Atk/Res during combat = 20% of unit's Res at start of combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Twin Divinestone,16,1,"Accelerates Special trigger (cooldown count-1).Effective against dragon foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and restores 7 HP to unit after combat, and also, if unit's Res > foe's Res, unit makes a guaranteed follow-up attack and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If unit's HP ≥ 25% at start of combat, unit's Res ≥ foe's Res+5 during combat, and foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe (cannot exceed foe's maximum Special cooldown count) and grants Special cooldown count-1 to unit before foe's first attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Vallastone,16,1,"Accelerates Special trigger (cooldown count-1). After unit acts (if Canto triggers, after Canto), applies【Divine Vein (Stone)】to unit's space and spaces within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def/Res-5 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from attacks by 30% during combat (excluding area-of-effect Specials). If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Divine Vein (Stone)】Applies the following effects on space for unit and allies: Grants Def/Res+6 during combat, reduces damage from foe's Specials by 10 during combat (excluding area-of-effect Specials), and reduces damage from area-of-effect Specials by 50% (excluding Røkkr area-of-effect Specials). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out. Does not count as defensive terrain.)",400,Yes
,Water Breath,10,1,"If foe initiates combat, grants Def/Res+4 during combat.If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",200,No
,Water Breath+,14,1,"If foe initiates combat, grants Def/Res+4 during combat.If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",300,No
,Wintery Arts,11,1,"Accelerates Special trigger (cooldown count-1).Unit attacks twice (even if foe initiates combat, unit attacks twice).At start of turn, if unit is within 2 spaces of an ally, grants【Divinely Inspiring】to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Atk/Spd/Def/Res = number of distinct game titles among allies within 3 spaces of unit × 3 + 4 (max 10), unit deals +X damage (X = 5 × the total of the number of distinct game titles among allies, excluding unit, and the number of engaged allies, excluding unit; max 15; excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).If foe's Range = 2, calculates damage using the lower of foe's Def or Res.【Divinely Inspiring】Grants bonus to unit's Atk/Spd/Def/Res = X × 3 (X = number of allies with the Divinely Inspiring effect within 3 spaces of unit, excluding unit; max 2), grants Special cooldown count-X to unit before foe's first attack, and when unit deals damage to foe during combat, restores X × 4 HP to unit during combat.",400,Yes
,Witch Breath,16,1,"Grants Atk+3. At start of combat, if foe's HP ≥ 50%, grants Atk+6 to unit during combat and unit makes a guaranteed follow-up attack. At start of combat, if unit's HP ≥ 50%, inflicts Atk-6 on foe during combat and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Wizened Breath,16,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, and also, if no effect neutralizes penalties to foe's Atk/Spd/Def/Res, inflicts penalty on each of those stats during combat = 6 - current penalty on each of those stats (min: 0; calculates each stat penalty independently). If unit's HP ≥ 25% at start of combat, inflicts Atk/Spd/Def/Res-6 on foe through its next action after combat. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
,Zephyr Breath,16,1,"Effective against armored foes. Grants Res+3. If a bonus granted by a skill like Rally or Hone is active on unit or if unit is within 2 spaces of an ally, neutralizes unit's penalties and inflicts Atk-6 on foe during combat, and foe cannot make a follow-up attack. If foe's Range = 2, calculates damage using the lower of foe's Def or Res.",400,Yes
