Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Ice-Tribe Axe,16,1,"Accelerates Special trigger (cooldown count-1).Calculates damage using the lower of foe's Def or Res.If unit is on a team with unit's support partner, at start of turn, grants ""neutralizes 'effective against dragons' bonuses"" to support partners within 3 spaces of unit for 1 turn. If unit is not on a team with unit's support partner, at start of turn, grants ""neutralizes 'effective against dragons' bonuses"" to ally with the highest Res among allies within 3 spaces of unit for 1 turn.For allies within 3 spaces of unit with ""neutralizes 'effective against dragons' bonuses"" active, grants Spd/Res+5, neutralizes penalties to Spd/Res, and neutralizes effects that prevent those allies' counterattacks during their combat.If unit initiates combat, or if there is an ally within 3 spaces of unit with ""neutralizes 'effective against dragons' bonuses"" active, grants bonus to unit's Atk/Spd/Def/Res = 5 + 15% of unit's Spd at start of combat, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",400,Yes
,Instant Axe,10,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",200,No
,Instant Axe+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",300,No
,Inveterate Axe,16,1,"At start of turn, if unit's HP ≥ 50%, inflicts Atk/Def-5 on foe on the enemy team with the lowest Spd through its next action.",400,Yes
,Inviolable Axe,16,1,"If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Spd/Def-4 on foe during combat and unit deals +7 damage.",400,Yes
,Iron Axe,6,1,,50,No
,Killer Axe,7,1,Accelerates Special trigger (cooldown count-1).,200,No
,Killer Axe+,11,1,Accelerates Special trigger (cooldown count-1).,300,No
,Laconic Axe,16,1,"Accelerates Special trigger (cooldown count-1).Enables【Canto (２)】.Grants Atk/Spd/Def/Res+4 to allies within 3 rows or 3 columns centered on unit during combat.For target ally within 3 rows or 3 columns centered on unit, if Savior is not triggered, that ally attacks twice during their combat. If target ally is within 3 rows or 3 columns centered on unit, unit attacks twice during combat. (If support partner is on player team, targets any support partner; otherwise, targets ally with the highest max HP on player team, excluding unit.)If unit initiates combat or if an ally is within 3 rows or 3 columns centered on unit, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces damage from foe's first attack by 20% of unit's Spd, (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and restores 7 HP to unit after combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Once per turn. Only highest value applied. Does not stack.)",400,Yes
,Large War Axe,16,1,"Grants Atk+3. Grants Atk/Spd+10 to unit, neutralizes unit's penalties to Atk/Spd, and unit's first attack deals damage = 15% of unit's Atk during combat on odd-numbered turns. Grants Atk/Spd+5 to unit during combat on even-numbered turns.",400,Yes
,Legacy Axe,16,1,"Accelerates Special trigger (cooldown count-1).For allies within 3 rows or 3 columns centered on unit, grants Atk/Spd+5 and neutralizes penalties during combat.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14; if number of spaces from start position to end position of whoever initiated combat ≥ 3, value is treated as 14), neutralizes penalties on unit, unit deals +X × 5 damage (max 25; X = number of【Bonus】effects active on unit, excluding stat bonuses + number of 【Penalty】effects active on foe, excluding stat penalties; excluding area-of-effect Specials), grants Special cooldown count-Y before unit's first attack, and grants Special cooldown count-Y before unit's first follow-up attack during combat (Y = 50% of the number of spaces from start position to end position of whoever initiated combat, rounded down before first attack and up before follow-up attack), and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Legion's Axe,10,1,"After combat, if unit attacked, converts bonuses on foe into penalties through its next action.",200,No
,Legion's Axe+,14,1,"After combat, if unit attacked, converts bonuses on foe into penalties through its next action.",300,No
,Lilith Floatie,10,1,Grants Atk/Spd+1 to allies within 2 spaces during combat.,200,No
,Lilith Floatie+,14,1,Grants Atk/Spd+1 to allies within 2 spaces during combat.,300,No
,Love Candelabra,10,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",200,No
,Love Candelabra+,14,1,"Grants Atk/Def+4 to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat.",300,No
,Loyalist Axe,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Def-6 on foe during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack by 75%.",400,Yes
,Majestic Glitnir,16,1,"Enables【Canto (Dist. +1; Max ４)】.Accelerates Special trigger (cooldown count-1).At start of turn, if there is an ally within 3 rows or 3 columns centered on unit, grants Def/Res+6 to unit for 1 turn and unit can move 1 extra space (that turn only; does not stack), and also, if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1.If unit initiates combat or if there is an ally within 3 rows or 3 columns centered on unit, grants Def/Res+X to unit, inflicts Def/Res-X on foe (X = 5 + number of allies within 3 rows or 3 columns centered on unit × 3; max 14), deals damage = 10% of unit's Def (excluding area-of-effect Specials), and reduces damage from foe's attacks by 10% of unit's Def during combat (excluding area-of-effect Specials), and also, when Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding area-of-effect Specials).If unit initiates combat or if there is an ally within 3 rows or 3 columns centered on unit, after combat, if unit's Special cooldown count is at its maximum value, grants Special cooldown count-1.【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Masking Axe,16,1,"Effective against cavalry foes. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Def+5 to unit during combat.",400,Yes
,Melon Crusher,10,1,"At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit.",200,No
,Melon Crusher+,14,1,"At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit.",300,No
,Mirage Axe,16,1,"Grants Res+3. If unit is within 2 spaces of an ally, grants Def/Res+6 to unit during combat and foe cannot make a follow-up attack.",400,Yes
,New War Axe,16,1,"Accelerates Special trigger (cooldown count-1). If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Def/Res = 25% of foe's Atk at start of combat - 4 (max 14; min 5), neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, reduces the effect of【Deep Wounds】on unit by 50%, and reduces damage from foe's follow-up attack by 80% during combat (""follow-up attack"" normally means the second strike; for effects that grant ""unit attacks twice,"" it means the third and fourth strikes), and also, if unit's HP ≥ 70%, deals damage = X% of unit's Def when unit's attack triggers unit's Special; otherwise, restores HP = X% of unit's Def to unit when unit's attack triggers unit's Special (X = unit's max Special cooldown count value × 10, + 10; excluding area-of-effect Specials).【Deep Wounds】Unit's HP cannot be healed through its next action.",400,Yes
,Nifl's Bite,16,1,"Accelerates Special trigger (cooldown count-1). Unit can counterattack regardless of foe's range. If unit is within 2 spaces of an ally, restores 7 HP to unit after combat, and also, if foe uses bow, dagger, magic, or staff, neutralizes effects that prevent unit's counterattacks during combat.",400,Yes
,Ninja Masakari,6,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",200,No
,Ninja Masakari+,9,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",300,No
,Nóatún,16,1,"If unit's HP ≤ 40%, unit can move to a space adjacent to any ally.",400,Yes
,Pastel Poleaxe,16,1,"Grants Def+3. Neutralizes ""effective against flying"" bonuses. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, deals damage = 20% of unit's Def, reduces damage from foe's attacks by 20% of unit's Def (excluding area-of-effect Specials), and restores 7 HP to unit and allies within 2 spaces after combat.",400,Yes
,Payday Pouch,16,1,"Grants Spd+3. If number of Bonus effects active on unit (excluding stat bonuses) ≥ 3, enables Canto (2). At start of turn, grants the following effects to unit based on the number of allies within 2 spaces of unit: if ≥ 1, grants 【Null Follow-Up】; if ≥ 2, grants【Hexblade】. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and grants Atk/Spd+X to unit (X = 25% of foe's Atk at start of combat, - 8; min 0, max 10) during combat, and also, if number of Bonus effects active on unit (excluding stat bonuses) ≥ 3, reduces the percentage of foe's non-Special ""reduces damage by X%"" skills by 50% during combat (example: a foe with a ""reduces damage by 45%"" skill would reduce damage by 23% instead).【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",400,Yes
,Petalfall Vase,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",200,No
,Petalfall Vase+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",300,No
,Plegian Axe,10,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Plegian Axe+,14,1,"If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,Plegian War Axe,16,1,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and ""foe cannot make a follow-up attack"" to unit and allies within 2 spaces of unit for 1 turn.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and unit makes a guaranteed follow-up attack during combat.",400,Yes
,Poleaxe,10,1,Effective against cavalry foes.,200,No
,Poleaxe+,14,1,Effective against cavalry foes.,300,No
,Praise-Piner Axe,16,1,"Effective against flying foes. Grants Def+3. Calculates damage using the lower of foe's Def or Res.At start of turn, if unit's HP ≥ 25%, grants Def/Res+6 and ""neutralizes foe's bonuses during combat"" to unit and allies within 2 spaces of unit for 1 turn.If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts penalty on foe's Atk/Def/Res = 5 + 15% of unit's Def at start of combat and reduces damage from foe's attacks by 15% of unit's Def during combat (excluding area-of-effect Specials), and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).If foe initiates combat or foe's HP ≥ 75% at start of combat, restores 7 HP to unit after combat.",400,Yes
,Pursual Axe,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",200,No
,Pursual Axe+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",300,No
,Rearguard,10,1,"If foe initiates combat, grants Def+7 during combat.",200,No
,Rearguard+,14,1,"If foe initiates combat, grants Def+7 during combat.",300,No
,Rein Axe,10,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,200,No
,Rein Axe+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,300,No
,Reprisal Axe,10,1,"If foe initiates combat, grants Atk+6 during combat.",200,No
,Reprisal Axe+,14,1,"If foe initiates combat, grants Atk+6 during combat.",300,No
,Rinkah's Club,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if unit's HP < 100% at start of combat, grants Atk/Def+5 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)",400,Yes
,Runeaxe,16,1,"When unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",400,Yes
,Sack o' Gifts,10,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",200,No
,Sack o' Gifts+,14,1,"If foe initiates combat, grants Atk/Spd/Def/Res+2 during combat.",300,No
,Scepter of Love,16,1,"Grants Spd+3. At start of combat, if a bonus granted by a skill like Rally or Hone is active on unit or if unit's HP ≥ 70%, grants bonus to unit's Atk = 25% of foe's Def and inflicts penalty on foe's Atk = 25% of foe's Res during combat.",400,Yes
,Seafoam Splitter,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if number of allies adjacent to unit ≤ 2, grants ""unit can move 1 extra space"" to unit (that turn only; does not stack). At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-6 on foe, grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack), and reduces damage from foe's first attack by 40% during combat.",400,Yes
,Seahorse Axe,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",200,No
,Seahorse Axe+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",300,No
,Shoreline Rake,10,1,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.",200,No
,Shoreline Rake+,14,1,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.",300,No
,Shuriken Cleaver,6,1,"Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",200,No
,Shuriken Cleaver+,9,1,"Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",300,No
,Silver Axe,11,1,,200,No
,Silver Axe+,15,1,,300,No
,Sinmara,16,1,"Grants Def+3. At start of turn, deals 20 damage to foes within 2 spaces.",400,Yes
,Sisterly Axe,16,1,"Accelerates Special trigger (cooldown count-1).If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7.At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and【Dodge】to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of foes within 3 rows or 3 columns centered on unit × 3 (max 14), reduces damage from foe's attacks by 20% of unit's Spd (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials) during combat, and also, when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt).【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Sisterly War Axe,16,1,"Accelerates Special trigger (cooldown count-1). At start of odd-numbered turns, grants Special cooldown count-2. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat and deals damage = X% of unit's Spd when Special triggers (X = unit's max Special cooldown count value × 10, + 20). If unit initiates combat or is within 2 spaces of an ally, and if unit's Special triggers (excluding area-of-effect Specials), disables non-Special effects that ""reduce damage by X%"" and prevents foe's Specials that are triggered by unit's attack.",400,Yes
,Skinfaxi,16,1,"Grants Spd+3 and【Pathfinder】. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and bonus to Atk/Spd/Def/Res during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.【Pathfinder】When an ally moves through unit's space, that space is counted as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",400,Yes
,Slaying Axe,10,1,Accelerates Special trigger (cooldown count-1).,200,No
,Slaying Axe+,14,1,Accelerates Special trigger (cooldown count-1).,300,No
,Slaying Hammer,10,1,Effective against armored foes.,200,No
,Slaying Hammer+,14,1,Effective against armored foes.,300,No
,Sneering Axe,16,1,"Inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2. (Example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.) Calculates each stat penalty independently. After combat, if unit attacked, inflicts【Panic】on target and foes within 2 spaces of target.【Panic】Converts bonuses on target into penalties through its next action.",400,Yes
,Solemn Axe,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, and also, if unit's attack can trigger their Special, the following effects will occur based on foe's HP at start of combat: if ≥ 20%, reduces damage from foe's first attack by 40%; and if ≥ 40%, reduces foe's Atk/Spd by 25% of foe's Atk at start of combat, -8 (max 10, min 0); and if ≥ 60%, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",400,Yes
,Spirited Axe,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
,Spirited Axe+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Spring-Air Axe,10,1,"Inflicts Atk/Spd/Def/Res-5 on foes within 3 rows or 3 columns centered on unit and neutralizes effects that grant ""Special cooldown charge +X"" to those foes during their combat.At start of combat, if unit's HP ≥ 25%, unit deals +X × 5 damage during combat (max 20; X = number of foes within 3 spaces of target, including target; excluding area-of-effect Specials).",200,No
,Spring-Air Axe+,14,1,"Inflicts Atk/Spd/Def/Res-5 on foes within 3 rows or 3 columns centered on unit and neutralizes effects that grant ""Special cooldown charge +X"" to those foes during their combat.At start of combat, if unit's HP ≥ 25%, unit deals +X × 5 damage during combat (max 20; X = number of foes within 3 spaces of target, including target; excluding area-of-effect Specials).",300,No
,Springy Axe,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
,Springy Axe+,14,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Steadfast Axe,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",200,No
,Steadfast Axe+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",300,No
,Steel Axe,8,1,,100,No
,Stout Axe,10,1,"At start of combat, if unit's HP ≥ 50%, grants Atk/Def+5 during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack by 50%.",200,No
,Stout Axe+,14,1,"At start of combat, if unit's HP ≥ 50%, grants Atk/Def+5 during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack by 50%.",300,No
,Stout Tomahawk,16,1,Unit can counterattack regardless of foe's range.,400,Yes
,Summertime Axe,16,1,"Enables【Canto (Rem. +1)】.Accelerates Special trigger (cooldown count-1).Grants Atk/Spd/Def/Res+5.At start of turn, if unit's HP ≥ 25%, grants Spd/Def/Res+6, ""neutralizes 'effective against flying' bonuses,"" and ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 50% during combat (excluding area-of-effect Specials)"" to unit for 1 turn.At start of combat, if unit's HP ≥ 25% grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, unit deals +X × 5 damage (max 30; excluding area-of-effect Specials), and reduces damage from foe's attacks by X × 3 during combat (max 18; excluding area-of-effect Specials), and also, when foe's attack triggers foe's Special, reduces damage further by X × 3 (max 18; excluding area-of-effect Specials; X = number of【Bonus】effects active on unit and foe, excluding stat bonuses).At start of combat, if unit's HP ≥ 25%, restores 7 HP to unit after combat.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Taciturn Axe,16,1,"If unit is within 3 spaces of an ally, inflicts Atk/Def-6 on foe, deals damage = X% of unit's Def (excluding area-of-effect Specials), and reduces damage from foe's attacks by X% of unit's Def during combat (excluding area-of-effect Specials; if unit is within 3 spaces a certain target ally, X = 30; otherwise, X = 20; if support partner is on player team, targets support partner; if support partner is not on player team, targets ally with the highest Atk on player team, excluding unit).If unit is within 3 spaces of an ally, restores 7 HP to unit after combat.",400,Yes
,Talregan Axe,16,1,"Accelerates Special trigger (cooldown count-1).If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd+6 during combat. If unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,Tempest's Claw,10,1,"Neutralizes ""effective against flying"" bonuses. Blue tomes are effective against unit. Inflicts Spd-5. Unit attacks twice.",400,Yes
,Thunder Armads,16,1,"Grants Def+3. If the number of allies within 2 spaces (excluding unit) > the number of foes within 2 spaces (excluding target), foe cannot make a follow-up attack.",400,Yes
,Tiger-Eye Axe,16,1,"At start of turn, if unit's HP ≥ 25%, inflicts Atk/Def-7 and【Discord】on closest foes and any foe within 2 spaces of those foes through their next actions.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit and reduces damage from foe's first attack by 30% during combat, and unit's next attack deals damage = 30% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack).【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.",400,Yes
,Tiger-Roar Axe,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 during combat, and also, at start of combat, if foe's HP = 100%, unit makes a guaranteed follow-up attack.",400,Yes
,Tri-Path Splitter,16,1,"Enables【Canto (Dist. +1; Max ４)】.Grants Spd+3. At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6, 【Null Follow-Up】, and【Null Panic】 to unit and allies within 2 spaces of unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat.【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)",400,Yes
,Tropical Conch,10,1,"At start of turn, if unit's HP ≥ 25%, grants Atk/Def+6 to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25% and it is an even-numbered turn, grants Atk/Def+5 to unit during combat. At start of combat, if unit's HP ≥ 25% and it is an odd-numbered turn, grants Atk/Def+11 to unit during combat.At start of combat, if unit's HP ≥ 25% and unit's Def ≥ foe's Def - 5, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit.",200,No
,Tropical Conch+,14,1,"At start of turn, if unit's HP ≥ 25%, grants Atk/Def+6 to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25% and it is an even-numbered turn, grants Atk/Def+5 to unit during combat. At start of combat, if unit's HP ≥ 25% and it is an odd-numbered turn, grants Atk/Def+11 to unit during combat.At start of combat, if unit's HP ≥ 25% and unit's Def ≥ foe's Def - 5, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit.",300,No
,Twin Star Axe,11,1,"Inflicts Spd-5. Unit attacks twice.(Even if foe initiates combat, unit attacks twice.)  Grants bonus to unit's Atk = half of total bonuses on unit during combat.",400,Yes
,Unbound Axe,10,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",200,No
,Unbound Axe+,14,1,"If unit is not adjacent to an ally, inflicts Atk/Def-5 on foe during combat and neutralizes foe's bonuses to Atk/Def (from skills like Fortify, Rally, etc.) during combat.",300,No
,Unyielding Oar,16,1,"Enables【Canto (Rem. +1)】.Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 during combat, and also, if【Bonus】is active on foe or if unit's Spd ≥ foe's Spd+10, unit attacks twice.【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Up-Front Axe,10,1,"At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
