Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Kagami Mochi,8,2,"Accelerates Special trigger (cooldown count-1). After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,Kagami Mochi+,12,2,"Accelerates Special trigger (cooldown count-1). After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Kagero's Dart,14,2,"At start of combat, if unit's Atk > foe's Atk, grants Atk/Spd+4 during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Kaze's Needle,14,2,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Res+4 to unit during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Kindling Taiko,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, grants【Canto (１)】to unit and allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, neutralizes effects that prevent unit's follow-up attacks, and also, if unit initiates combat against a blue, green, or colorless foe, grants bonus to unit's Atk during combat = 20% of unit's Atk at start of combat and inflicts penalty on foe's Atk during combat = 20% of foe's Atk at start of combat.Effect:【Dagger ７】【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Kitty Paddle,5,2,"Effective against magic foes.After combat, if unit attacked and if foe uses magic, inflicts Def/Res-5 on foe through its next action.",200,No
,Kitty Paddle+,8,2,"Effective against magic foes.After combat, if unit attacked and if foe uses magic, inflicts Def/Res-7 on foe through its next action.",300,No
,Lethal Carrot,8,2,"Deals +10 damage when Special triggers.After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,Lethal Carrot+,12,2,"Deals +10 damage when Special triggers.After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Levin Dagger,14,2,"Grants Res+3. If【Penalty】is active on foe, grants Atk/Spd/Def/Res+4 to unit and deals damage = 20% of unit's Res during combat.Effect:【Dagger ７】【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Lyfjaberg,14,2,"Grants Res+3. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd+4 during combat, and if unit initiates combat, foe cannot make a follow-up attack. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions, and if bonus was granted to unit, deals 4 damage to unit.",400,Yes
,Miasma Dagger,8,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, and also, if unit attacked, deals 7 damage to target and foes within 2 spaces of target after combat.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Miasma Dagger+,12,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, and also, if unit attacked, deals 7 damage to target and foes within 2 spaces of target after combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Minty Cane,8,2,"When unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.)Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Minty Cane+,12,2,"When unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.)Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Nabata Kunai,9,2,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice. Unit can move to a space within 2 spaces of any ally within 2 spaces.Effect: 【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Niðavellir Sprig,14,2,"Grants Spd+3. Enables【Canto (２)】during turns 1 through 4. If unit initiates combat or is not adjacent to an ally, grants Atk/Spd/Def/Res+5 to unit, neutralizes effects that prevent unit's follow-up attacks, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)Effect:【Dagger ７】【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Ouch Pouch,8,2,"At the start of turn 1, grants Special cooldown count-2. After combat, if unit attacked, inflicts Def/Res-5 on foes within 2 spaces of target through their next actions.",200,No
,Ouch Pouch+,12,2,"At the start of turn 1, grants Special cooldown count-2. After combat, if unit attacked, inflicts Def/Res-7 on foes within 2 spaces of target through their next actions.",300,No
,Pegasus Carrot,8,2,"Effective against armored foes. If unit has weapon-triangle advantage, neutralizes effects that prevent unit's follow-up attacks during combat. After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,Pegasus Carrot+,12,2,"Effective against armored foes. If unit has weapon-triangle advantage, neutralizes effects that prevent unit's follow-up attacks during combat. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Perspicacious,14,2,"Accelerates Special trigger (cooldown count-1). Grants Atk/Def/Res+4 and ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 30% (excluding area-of-effect Specials)"" to allies within 7 rows and 7 columns centered on unit during combat. At start of combat, if unit's HP ≥ 25%, inflicts penalty on foe's Atk/Def = number of allies within 7 rows and 7 columns centered on unit × 3, + 6 (max 15), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Peshkatz,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-4 on target and foes within 2 spaces of target through their next actions, and grants Atk/Spd/Def/Res+4 to unit and allies within 2 spaces for 1 turn.",400,Yes
,Playful Pinwheel,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, grants 【Null Follow-Up】and【Null Panic】to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and grants bonus to unit's Atk/Spd during combat = number of Bonus effects active on unit and Penalty effects active on foe (excluding stat bonuses and stat penalties) × 2, and also, if unit's attack can trigger unit's Special, grants Special cooldown count-X to unit before unit's first attack and Special cooldown count-Y to unit before unit's first follow-up attack during combat (X = number of Bonus effects active on unit, excluding stat bonuses; max = unit's Special cooldown count value at start of combat; Y = number of Bonus effects active on unit (excluding stat bonuses) - unit's Special cooldown count value at start of combat; min: 0). After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)",400,Yes
,Poison Dagger,2,2,"Effective against infantry foes.After combat, if unit attacked, inflicts Def/Res-4 on infantry foe through its next action.",200,No
,Poison Dagger+,5,2,"Effective against infantry foes.After combat, if unit attacked, inflicts Def/Res-6 on infantry foe through its next action.",300,No
,Pumpkin-a-Box,8,2,"Grants Atk/Spd/Def/Res+3. After combat, deals 6 damage to unit.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Pumpkin-a-Box+,12,2,"Grants Atk/Spd/Def/Res+3. After combat, deals 6 damage to unit.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Quick Dagger,8,2,"At the start of turn 1, grants Special cooldown count-2 to unit.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Quick Dagger+,12,2,"At the start of turn 1, grants Special cooldown count-2 to unit.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Red-Fist Blades,8,2,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice).At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6,【Incited】, and ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack)"" to unit and allies within 2 spaces of unit for 1 turn.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).Effect:【Dagger ７】【Incited】If unit initiates combat, grants bonus to unit's Atk/Spd/Def/Res = number of spaces from start position to end position of unit during combat (max 3; that turn only).【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Red-Hot Ducks,8,2,"If unit's Spd > foe's Spd, deals damage = 70% of difference between stats. (Maximum bonus of +7 damage. Combos with Phantom Spd.) After combat, if unit attacked, inflicts Def/Res-5 on foes within 2 spaces of target through their next actions.",200,No
,Red-Hot Ducks+,12,2,"If unit's Spd > foe's Spd, deals damage = 70% of difference between stats. (Maximum bonus of +7 damage. Combos with Phantom Spd.) After combat, if unit attacked, inflicts Def/Res-7 on foes within 2 spaces of target through their next actions.",300,No
,Rogue Dagger,4,2,"After combat, if unit attacked, inflicts Def/Res-3 on foe through its next action. Grants unit Def/Res+3 for 1 turn.",200,No
,Rogue Dagger+,7,2,"After combat, if unit attacked, inflicts Def/Res-5 on foe through its next action. Grants unit Def/Res+5 for 1 turn.",300,No
,Saizo's Star,14,2,"After combat, if unit attacked, inflicts Atk/Spd/Def/Res-6 on target and foes within 2 spaces of target through their next actions.",400,Yes
,Sæhrímnir,14,2,"Effective against beast foes. Grants Atk+3. At start of combat, if unit's Res > foe's Res, reduces foe's Atk/Def by 50% of difference between stats during combat. (Calculates reduction before combat. Maximum penalty of -8.) After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",400,Yes
,Scallop Blade,8,2,"If【Penalty】is active on foe, grants Atk/Spd+5 during combat.Effect:【Dagger ５】【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Scallop Blade+,12,2,"If【Penalty】is active on foe, grants Atk/Spd+5 during combat.Effect:【Dagger ７】【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Seashell,7,2,"At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit.After combat, if unit attacked, inflicts Def/Res-5 on foe through its next action.",200,No
,Seashell+,10,2,"At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit. After combat, if unit attacked, inflicts Def/Res-7 on foe through its next action.",300,No
,Shadowy Quill,14,2,"Enables【Canto (Recall)】.Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, calculates damage using the lower of foe's Def or Res, grants Atk/Spd+6 to unit during combat, and deals damage = total of the greater between unit's current bonus or foe's current penalty to Atk/Spd/Def/Res. (Calculates each value independently. Excluding area-of-effect Specials.)Effect:【Dagger ７】【Canto (Recall)】After an attack, Assist skill, or structure destruction, unit can return to the space they moved from.(Once per turn. Cannot attack or assist. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Granted movement treated as Warp movement.)【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Silent Yule Knife,14,2,"Enables【Canto (Dist.; Max ３)】.Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and grants bonus to unit's Atk/Spd = 9 - number of allies adjacent to unit × 2 (min 0), neutralizes effects that prevent unit's follow-up attacks, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and also, if unit initiates combat, reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by percentage = X × 30 and reduces damage from foe's first attack by percentage = X × 30 during combat (X = number of spaces from start position to end position of whoever initiated combat, max 3; if any space within 2 spaces of unit has a Divine Vein effect applied or counts as difficult terrain, excluding impassable terrain, value is treated as 3; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.【Canto (Dist.; Max ３)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position unit moved prior to taking action (max ３).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Silver Dagger,7,2,"After combat, if unit attacked, inflicts Def/Res-5 on foe through its next action.",200,No
,Silver Dagger+,10,2,"After combat, if unit attacked, inflicts Def/Res-7 on foe through its next action.",300,No
,Sky Maiougi,8,2,"Effective against armored foes. Disables unit's and foe's skills that change attack priority. After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,Sky Maiougi+,12,2,"Effective against armored foes. Disables unit's and foe's skills that change attack priority. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Small Spade,8,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit, grants Atk/Spd+X × 5 to unit (X = the number of allies with Atk ≥ 55 within 3 rows or 3 columns centered on unit + the number of allies with Spd ≥ 40 in the same area; max 3), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Small Spade+,12,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit, grants Atk/Spd+X × 5 to unit (X = the number of allies with Atk ≥ 55 within 3 rows or 3 columns centered on unit + the number of allies with Spd ≥ 40 in the same area; max 3), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Smoke Dagger,6,2,"After combat, if unit attacked, inflicts Def/Res-4 on foes within 2 spaces of target through their next actions.",200,No
,Smoke Dagger+,9,2,"After combat, if unit attacked, inflicts Def/Res-6 on foes within 2 spaces of target through their next actions.",300,No
,Splashy Bucket,8,2,"Effective against dragon foes. Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" After combat, if unit attacked, inflicts Def/Res-5 on foes within 2 spaces of target through their next actions.",200,No
,Splashy Bucket+,12,2,"Effective against dragon foes. Disables foe's skills that ""calculate damage using the lower of foe's Def or Res"" and ""calculate damage from staff like other weapons."" After combat, if unit attacked, inflicts Def/Res-7 on foes within 2 spaces of target through their next actions.",300,No
,Spy's Dagger,14,2,"After combat, if unit attacked, grants Def/Res+6 to unit and allies within 2 spaces of unit for 1 turn.Effect:【Dagger ６】【Dagger ６】After combat, if unit attacked, inflicts Def/Res-６ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Spy's Shuriken,9,2,"Accelerates Special trigger (cooldown count-1). If unit initiates combat, unit attacks twice. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat. If a Rally Assist skill is used by unit or targets unit, grants【Null Follow-Up】to unit and target or targeting ally and inflicts【Exposure】on foes in cardinal directions of unit and target or targeting ally through their next actions. If a Rally Assist skill is used by unit, grants another action to unit. (Additional action granted once per turn only.)Effect:【Dagger ７】【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Exposure】Foe's attacks deal +10 damage.【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Starfish,8,2,"If unit's HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack. After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,Starfish+,12,2,"If unit's HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Steel Dagger,5,2,"After combat, if unit attacked, inflicts Def/Res-3 on foe through its next action.",100,No
,Summer Strikers,14,2,"Accelerates Special trigger (cooldown count-1). If unit's HP ≥ 25% at start of combat and unit initiates combat, grants Atk/Spd+5 during combat and reduces damage from foe's first attack by 75%.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Sylgr,14,2,"Grants Spd+3. At start of combat, if unit's Spd > foe's Spd, grants Atk/Spd+4 during combat. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",400,Yes
,Tailwind Shuriken,9,2,"Accelerates Special trigger (cooldown count-1).Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Temari,8,2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk/Spd-5 on that foe through its next action.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Temari+,12,2,"At start of turn, if any foe's Res ≤ unit's Res-3 and that foe is adjacent to another foe, inflicts Atk/Spd-5 on that foe through its next action.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,The Cleaner,8,2,"Grants bonus to unit’s Atk = total bonuses on foe during combat. After combat, if unit attacked, inflicts Def/Res-5 on target and foes within 2 spaces of target through their next actions.",200,No
,The Cleaner+,12,2,"Grants bonus to unit’s Atk = total bonuses on foe during combat. After combat, if unit attacked, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions.",300,No
,Thief's Honesty,14,2,"Effective against cavalry foes.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), reduces damage from foe's first attack by 30% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and disables unit's and foe's skills that change attack priority during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,Tropical Treats,8,2,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Res+4 during combat.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Tropical Treats+,12,2,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Res+4 during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Vicious Dagger,8,2,"If unit initiates combat, grants Atk/Spd+5 during combat and neutralizes effects that prevent unit's follow-up attacks during combat.Effect:【Dagger ５】【Dagger ５】After combat, if unit attacked, inflicts Def/Res-５ on target and foes within 2 spaces of target through their next actions.",200,No
,Vicious Dagger+,12,2,"If unit initiates combat, grants Atk/Spd+5 during combat and neutralizes effects that prevent unit's follow-up attacks during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",300,No
,Wildcat Dagger,14,2,"At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 4 + current bonus on each of foe's stats, inflicts penalty on foe's Atk/Spd/Def/Res = current bonus on each of foe's stats (calculates each stat bonus and penalty independently), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
,"Ymir, Everliving",14,2,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or foe's Range = 2, grants Atk/Spd/Def/Res+5 during combat and bonus to unit's Atk during combat = 40% of the current HP of the ally with the second-lowest current HP at start of combat (excludes unit; maximum bonus of 20; if number of allies ≤ 1, bonus = 0), neutralizes effects that prevent unit's follow-up attacks, and also, if unit's HP ≥ 25% and foe would reduce unit's HP to 0, unit survives with 1 HP. (Once per combat. Does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0.)Effect:【Dagger ７】【Dagger ７】After combat, if unit attacked, inflicts Def/Res-７ on target and foes within 2 spaces of target through their next actions.",400,Yes
