Icon,Name,Description,SP,Exclusive
,Atk/Spd Finish 1,"If unit is within 3 spaces of an ally, grants Atk/Spd+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",60,No
,Atk/Spd Finish 2,"If unit is within 3 spaces of an ally, grants Atk/Spd+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",120,No
,Atk/Spd Finish 3,"If unit is within 3 spaces of an ally, grants Atk/Spd+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",240,No
,Atk/Spd Finish 4,"If unit is within 3 spaces of an ally, grants Atk/Spd+7 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat (except when dealing damage with area-of-effect Specials), and when unit deals damage to foe during combat, restores 7 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Atk/Spd Form 1,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces; max 3).",60,No
,Atk/Spd Form 2,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",120,No
,Atk/Spd Form 3,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",240,No
,Atk/Spd Fortune,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of a beast or dragon ally, or if number of adjacent allies other than beast or dragon allies ≤ 2"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.If unit is transformed or if foe initiates combat, grants Atk/Spd+8 to unit and neutralizes foe's bonuses to Spd/Def during combat, and restores 7 HP to unit after combat.",300,No
,Atk/Spd Hexblade,"At start of turn, if unit is within 2 spaces of a magic ally, grants【Hexblade】to unit for 1 turn. If【Bonus】is active on unit, grants Atk/Spd+7 to unit during combat.【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Spd Ideal 1,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Spd+3 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Atk/Spd Ideal 2,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Spd+4 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Atk/Spd Ideal 3,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Spd+5 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Atk/Spd Ideal 4,"At start of combat, if unit's HP = 100% or if【Bonus】is active on unit, grants Atk/Spd+7 to unit during combat. At start of combat, if unit's HP = 100% and【Bonus】is active on unit, grants an additional Atk/Spd+2 to unit during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Spd Mastery,"If unit has entered combat during the current turn, enables【Canto (２)】.At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+7 to unit during combat, and also, if any space within 2 spaces of unit has a Divine Vein effect applied or counts as difficult terrain, excluding impassable terrain, grants Atk/Spd+4 to unit during combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Atk/Spd Prime 1,"If【Bonus】is active on unit, grants Atk/Spd+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 1; max 3).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",60,No
,Atk/Spd Prime 2,"If【Bonus】is active on unit, grants Atk/Spd+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 1; max 5).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",120,No
,Atk/Spd Prime 3,"If【Bonus】is active on unit, grants Atk/Spd+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 3; max 7).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",240,No
,Atk/Spd Prime 4,"If【Bonus】is active on unit, grants Atk/Spd+X to unit during combat (X = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 3; max 9), and also, if number of【Bonus】effects active on unit (excluding stat bonuses) ≥ 4, unit can counterattack regardless of foe's range during combat.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Atk/Spd Push 1,"At start of combat, if unit's HP = 100%, grants Atk/Spd+3, but if unit attacked, deals 1 damage to unit after combat.",60,No
,Atk/Spd Push 2,"At start of combat, if unit's HP = 100%, grants Atk/Spd+4, but if unit attacked, deals 1 damage to unit after combat.",120,No
,Atk/Spd Push 3,"At start of combat, if unit's HP = 100%, grants Atk/Spd+5, but if unit attacked, deals 1 damage to unit after combat.",240,No
,Atk/Spd Push 4,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+7, but after combat, if unit attacked, deals 5 damage to unit.",300,No
,Atk/Spd Scowl 1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd+2 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+15 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",60,No
,Atk/Spd Scowl 2,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd+4 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+12 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",120,No
,Atk/Spd Scowl 3,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd+6 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+9 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",240,No
,Atk/Spd Scowl 4,"If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd+7 to unit during combat, and also, if foe's attack can trigger foe's Special and unit's Res ≥ foe's Res+5 during combat, inflicts Special cooldown count+1 on foe before foe's first attack. (Cannot exceed the foe's maximum Special cooldown.)",300,No
,Atk/Spd Solo 1,"If unit is not adjacent to an ally, grants Atk/Spd+2 during combat.",60,No
,Atk/Spd Solo 2,"If unit is not adjacent to an ally, grants Atk/Spd+4 during combat.",120,No
,Atk/Spd Solo 3,"If unit is not adjacent to an ally, grants Atk/Spd+6 during combat.",240,No
,Atk/Spd Solo 4,"If unit is not adjacent to an ally, grants Atk/Spd+7 during combat.",300,No
,Atk/Spd Tidings,"If unit initiates combat or is within 3 spaces of an ally, grants bonus to unit's Atk/Spd = number of allies within 3 spaces of unit × 2, + 8 (max 12), and foe cannot counterattack during combat.",300,No
,Atk/Spd Unity,"If unit is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat, and also, if unit is inflicted with any Atk/Spd penalty, grants bonus to unit's Atk/Spd during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+12.) Calculates each stat bonus independently.",300,No
,Atk/Spd Wild,"If number of adjacent allies other than beast or dragon allies ≤ 1, or if unit is transformed, grants Atk/Spd+7 to unit during combat and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and restores 7 HP to unit after combat.",300,No
,Attack/Def +1,Grants Atk/Def+1.,80,No
,Attack/Def +2,Grants Atk/Def+2.,160,No
,Attack +1,Grants Atk+1.,30,No
,Attack +2,Grants Atk+2.,60,No
,Attack +3,Grants Atk+3.,120,No
,Attack/Res 1,Grants Atk/Res+1.,80,No
,Attack/Res 2,Grants Atk/Res+2.,160,No
,B Duel Cavalry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,B Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,B Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,B Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,B Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,B Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,B Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,B Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,B Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,B Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,B Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,B Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,Beyond Reason,"Grants Atk/Def/Res+10.If foe initiates combat or foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Def/Res = A + B (A = 2 × number of 【Penalty】effects active on foe and foes within 3 rows or 3 columns centered on that foe, excluding stat penalties; max 12; B = 2 × current penalty on unit's respective stats; calculates each stat penalty independently), neutralizes foe's bonuses to Atk/Res, and reduces damage from foe's first attack by X% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes; if foe can make a follow-up attack, X = 80; otherwise, X = 40), and restores 7 HP to unit after combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Beyond Witchery,"Grants Atk/Spd/Def/Res+8 to unit. At start of turn, grants Special cooldown count-X to unit and deals X damage to unit (on turn 1, X = 2; otherwise, X = 1). Neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.",300,Yes
,Blade Session 1,"If unit initiates combat, grants bonus to unit's Atk/Spd during combat = 1 + number of allies who have already acted (max value of 3).",60,No
,Blade Session 2,"If unit initiates combat, grants bonus to unit's Atk/Spd during combat = 2 + number of allies who have already acted × 2 (max value of 6).",120,No
,Blade Session 3,"If unit initiates combat, grants bonus to unit's Atk/Spd during combat = 3 + number of allies who have already acted × 3 (max value of 9).",240,No
,Blue Skies 1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+2 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit; max 2; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",60,No
,Blue Skies 2,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+4 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2; max 4; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",120,No
,Blue Skies 3,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2; max 6; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",240,No
,Blue Skies 4,"Enables【Canto (２)】.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+8 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2, + 2; max 8; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Bond Breaker,"Unit can counterattack regardless of foe's range.At start of player phase or enemy phase, if unit's HP ≥ 25%, grants【Fell Spirit】to unit and allies within 2 spaces of unit for 1 turn, and inflicts Atk/Spd-7 and【Schism】on closest foes and any foes within 2 spaces of those foes through their next actions.If foe initiates combat or if unit's HP ≥ 25% at start of combat, grants Atk/Spd/Def/Res+9 to unit and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's HP > 1 and foe would reduce unit's HP to 0, unit survives with 1 HP (once per combat; does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0).【Fell Spirit】Inflicts Atk/Spd/Def/Res-4 on foe and neutralizes effects that prevent unit's counterattacks during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and also, when unit or foe is engaged, inflicts an additional Atk/Spd/Def/Res-2 on foe during combat.(For 1 turn.)【Schism】Neutralizes Triangle Attack, Dual Strike, and Pathfinder effects active on unit through unit's next action. Unit is excluded from ally Triangle Attack and Dual Strike effects calculated using numbers of allies. When this status (Schism) is neutralized, Triangle Attack, Dual Strike, and Pathfinder effects are also neutralized.",300,Yes
,Bonus Doubler 1,Grants bonus to Atk/Spd/Def/Res during combat = 50% of current bonus on each of unit's stats. Calculates each stat bonus independently.,60,No
,Bonus Doubler 2,Grants bonus to Atk/Spd/Def/Res during combat = 75% of current bonus on each of unit's stats. Calculates each stat bonus independently.,120,No
,Bonus Doubler 3,Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats. Calculates each stat bonus independently.,240,No
,Bonus Doubler 4,"If【Bonus】is active on unit or an ally within 2 spaces of unit, grants Atk/Spd/Def/Res+X to unit during combat (X = 4 + highest bonus on each stat between unit and allies within 2 spaces of unit; calculates each stat bonus independently).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Bracing Blow 1,"If unit initiates combat, grants Def/Res+2 during combat.",120,No
,Bracing Blow 2,"If unit initiates combat, grants Def/Res+4 during combat.",240,No
,Bracing Stance 1,"If foe initiates combat, grants Def/Res+2 during combat.",120,No
,Bracing Stance 2,"If foe initiates combat, grants Def/Res+4 during combat.",240,No
,Bracing Stance 3,"If foe initiates combat, grants Def/Res+6 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",300,No
,Brazen Atk/Def 1,"At start of combat, if unit's HP ≤ 80%, grants Atk/Def+3 during combat.",60,No
,Brazen Atk/Def 2,"At start of combat, if unit's HP ≤ 80%, grants Atk/Def+5 during combat.",120,No
,Brazen Atk/Def 3,"At start of combat, if unit's HP ≤ 80%, grants Atk/Def+7 during combat.",240,No
,Brazen Atk/Res 1,"At start of combat, if unit's HP ≤ 80%, grants Atk/Res+3 during combat.",60,No
,Brazen Atk/Res 2,"At start of combat, if unit's HP ≤ 80%, grants Atk/Res+5 during combat.",120,No
,Brazen Atk/Res 3,"At start of combat, if unit's HP ≤ 80%, grants Atk/Res+7 during combat.",240,No
,Brazen Atk/Spd 1,"At start of combat, if unit's HP ≤ 80%, grants Atk/Spd+3 during combat.",60,No
,Brazen Atk/Spd 2,"At start of combat, if unit's HP ≤ 80%, grants Atk/Spd+5 during combat.",120,No
,Brazen Atk/Spd 3,"At start of combat, if unit's HP ≤ 80%, grants Atk/Spd+7 during combat.",240,No
,Brazen Atk/Spd 4,"At start of combat, if unit's HP ≤ 80%, grants Atk+9 and Spd+10 during combat.",300,No
,Brazen Def/Res 1,"At start of combat, if unit's HP ≤ 80%, grants Def/Res+3 during combat.",60,No
,Brazen Def/Res 2,"At start of combat, if unit's HP ≤ 80%, grants Def/Res+5 during combat.",120,No
,Brazen Def/Res 3,"At start of combat, if unit's HP ≤ 80%, grants Def/Res+7 during combat.",240,No
,Brazen Spd/Def 1,"At start of combat, if unit's HP ≤ 80%, grants Spd/Def+3 during combat.",60,No
,Brazen Spd/Def 2,"At start of combat, if unit's HP ≤ 80%, grants Spd/Def+5 during combat.",120,No
,Brazen Spd/Def 3,"At start of combat, if unit's HP ≤ 80%, grants Spd/Def+7 during combat.",240,No
,Brazen Spd/Res 1,"At start of combat, if unit's HP ≤ 80%, grants Spd/Res+3 during combat.",60,No
,Brazen Spd/Res 2,"At start of combat, if unit's HP ≤ 80%, grants Spd/Res+5 during combat.",120,No
,Brazen Spd/Res 3,"At start of combat, if unit's HP ≤ 80%, grants Spd/Res+7 during combat.",240,No
,C Bonus Doubler,Unit can counterattack regardless of foe's range. Grants Atk/Spd/Def/Res+X to unit during combat (X = highest bonus on each stat between unit and allies within 2 spaces of unit; calculates each stat bonus independently).,300,No
,C Duel Cavalry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,C Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,C Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,C Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,C Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,C Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,C Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,C Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,C Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",70,No
,C Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",150,No
,C Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,C Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero, and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",300,No
,Close Counter,Unit can counterattack regardless of foe's range.,300,No
,Close Def 1,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+2 during combat.",60,No
,Close Def 2,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+4 during combat.",120,No
,Close Def 3,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+6 during combat.",240,No
,Close Def 4,"If foe initiates combat and uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+8 and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",300,No
,Close Foil,"If sword, lance, axe, bow, dagger, or beast foe initiates combat, grants Atk/Def+5 to unit during combat and unit can counterattack regardless of foe's range.",300,No
,Close Reversal,"If foe initiates combat, grants Def+5 to unit during combat and unit can counterattack regardless of foe's range.",300,No
,Close Salvo,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Atk+5 during combat, but after combat, if unit attacked, deals 5 damage to unit.",300,No
,Close Ward,"If magic, staff, or dragonstone foe initiates combat, unit can counterattack regardless of foe's range, disables foe's skills that ""calculate damage using the lower of foe's Def or Res,"" and grants Atk/Res+5 to unit during combat.",300,No
,Crystalline Water,"Grants Atk/Res+8. Inflicts Def-8.At start of player phase or enemy phase, neutralizes【Panic】and any penalties to unit's Atk/Res that take effect on unit at this time.【Panic】Converts bonuses on target into penalties through its next action.",300,No
,D Bonus Doubler,Unit can counterattack regardless of foe's range. Grants Atk/Spd/Def/Res+X to unit during combat (X = highest bonus on each stat between unit and allies within 2 spaces of unit; calculates each stat bonus independently).,300,No
,Darting Blow 1,"If unit initiates combat, grants Spd+2 during combat.",50,No
,Darting Blow 2,"If unit initiates combat, grants Spd+4 during combat.",100,No
,Darting Blow 3,"If unit initiates combat, grants Spd+6 during combat.",200,No
,Darting Blow 4,"If unit initiates combat, grants Spd+9 during combat.",300,No
,Darting Breath,"If foe initiates combat, grants Spd+4 during combat and Special cooldown charge +1 per attack. (Only highest value applied. Does not stack.)",240,No
,Darting Stance 1,"If foe initiates combat, grants Spd+2 during combat.",50,No
,Darting Stance 2,"If foe initiates combat, grants Spd+4 during combat.",100,No
,Darting Stance 3,"If foe initiates combat, grants Spd+6 during combat.",200,No
,Death Blow 1,"If unit initiates combat, grants Atk+2 during combat.",50,No
,Death Blow 2,"If unit initiates combat, grants Atk+4 during combat.",100,No
,Death Blow 3,"If unit initiates combat, grants Atk+6 during combat.",200,No
,Death Blow 4,"If unit initiates combat, grants Atk+8 during combat.",300,No
,Def/Res 1,Grants Def/Res+1.,80,No
,Def/Res 2,Grants Def/Res+2.,160,No
,Def/Res Bond 1,"If unit is adjacent to an ally, grants Def/Res+3 during combat.",60,No
,Def/Res Bond 2,"If unit is adjacent to an ally, grants Def/Res+4 during combat.",120,No
,Def/Res Bond 3,"If unit is adjacent to an ally, grants Def/Res+5 during combat.",240,No
,Def/Res Bond 4,"If unit is adjacent to an ally, grants Def/Res+7 to unit and neutralizes unit's penalties to Def/Res during combat.",300,No
,Def/Res Catch 1,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Def/Res+3 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",60,No
,Def/Res Catch 2,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Def/Res+4 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",120,No
,Def/Res Catch 3,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Def/Res+5 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",240,No
,Def/Res Catch 4,"At start of combat, if foe's HP = 100% or if【Penalty】is active on foe, grants Def/Res+7 to unit during combat. At start of combat, if foe's HP = 100% and【Penalty】is active on foe, grants an additional Def/Res+2 to unit during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Def/Res Finish 1,"If unit is within 3 spaces of an ally, grants Def/Res+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",60,No
