Icon,Name,Description,SP,Exclusive
,Chill Atk 2,"At start of turn, inflicts Atk-5 on foe on the enemy team with the highest Atk through its next action.",120,No
,Chill Atk 3,"At start of turn, inflicts Atk-7 on foe on the enemy team with the highest Atk through its next action.",240,No
,Chill Atk/Def 1,"At start of turn, inflicts Atk/Def-3 on foe on the enemy team with the highest Atk+Def total through its next action.",120,No
,Chill Atk/Def 2,"At start of turn, inflicts Atk/Def-5 on foe on the enemy team with the highest Atk+Def total through its next action.",240,No
,Chill Atk/Res 1,"At start of turn, inflicts Atk/Res-3 on foe on the enemy team with the highest Atk+Res total through its next action.",120,No
,Chill Atk/Res 2,"At start of turn, inflicts Atk/Res-5 on foe on the enemy team with the highest Atk+Res total through its next action.",240,No
,Chill Atk/Res 3,"At start of turn, inflicts Atk/Res-6 on foe on the enemy team with the highest Atk+Res total and foes within 2 spaces of that foe through their next actions.",300,No
,Chill Atk/Spd 1,"At start of turn, inflicts Atk/Spd-3 on foe on the enemy team with the highest Atk+Spd total through its next action.",120,No
,Chill Atk/Spd 2,"At start of turn, inflicts Atk/Spd-5 on foe on the enemy team with the highest Atk+Spd total through its next action.",240,No
,Chill Def 1,"At start of turn, inflicts Def-3 on foe on the enemy team with the highest Def through its next action.",60,No
,Chill Def 2,"At start of turn, inflicts Def-5 on foe on the enemy team with the highest Def through its next action.",120,No
,Chill Def 3,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",240,No
,Chill Def/Res 1,"At start of turn, inflicts Def/Res-3 on foe on the enemy team with the highest Def+Res total through its next action.",120,No
,Chill Def/Res 2,"At start of turn, inflicts Def/Res-5 on foe on the enemy team with the highest Def+Res total through its next action.",240,No
,Chill Def/Res 3,"At start of turn, inflicts Def/Res-6 on foe on the enemy team with the highest Def+Res total and foes within 2 spaces of that foe through their next actions.",300,No
,Chill Res 1,"At start of turn, inflicts Res-3 on foe on the enemy team with the highest Res through its next action.",60,No
,Chill Res 2,"At start of turn, inflicts Res-5 on foe on the enemy team with the highest Res through its next action.",120,No
,Chill Res 3,"At start of turn, inflicts Res-7 on foe on the enemy team with the highest Res through its next action.",240,No
,Chill Spd 1,"At start of turn, inflicts Spd-3 on foe on the enemy team with the highest Spd through its next action.",60,No
,Chill Spd 2,"At start of turn, inflicts Spd-5 on foe on the enemy team with the highest Spd through its next action.",120,No
,Chill Spd 3,"At start of turn, inflicts Spd-7 on foe on the enemy team with the highest Spd through its next action.",240,No
,Chill Spd/Def 1,"At start of turn, inflicts Spd/Def-3 on foe on the enemy team with the highest Spd+Def total through its next action.",120,No
,Chill Spd/Def 2,"At start of turn, inflicts Spd/Def-5 on foe on the enemy team with the highest Spd+Def total through its next action.",240,No
,Chill Spd/Res 1,"At start of turn, inflicts Spd/Res-3 on foe on the enemy team with the highest Spd+Res total through its next action.",120,No
,Chill Spd/Res 2,"At start of turn, inflicts Spd/Res-5 on foe on the enemy team with the highest Spd+Res total through its next action.",240,No
,Chill Spd/Res 3,"At start of turn, inflicts Spd/Res-6 on foes on the enemy team with the highest Spd+Res total and foes within 2 spaces of those foes through their next actions.",300,No
,Chilling Seal II,"At start of turn, inflicts Atk/Spd/Def/Res-7 on foes on the enemy team with the lowest Def through their next actions and inflicts Atk/Res-7 on foes within 2 spaces of foes on the enemy team with the lowest Def through their next actions.",300,Yes
,Chilling Seal,"At start of turn, if unit's HP ≥ 50%, inflicts Atk/Spd-6 on foe on the enemy team with the lowest Def through its next action. (Skill cannot be inherited.)",300,Yes
,Chivalry II,"Enables【Canto (Rem. +1; Min ２)】.Reduces damage from attacks during combat and from area-of-effect Specials by 50% (excluding Røkkr area-of-effect Specials).Inflicts Atk/Spd/Def-5 on foe, deals damage = X% of unit's Atk (excluding area-of-effect Specials), reduces damage from foe's attacks by X% of unit's Atk (excluding area-of-effect Specials; if foe's HP ≥ 50% at start of combat, X = 25; otherwise, X = 15), and grants Special cooldown count-Y to unit before unit's first attack during combat (Y = number of spaces from start position to end position of whoever initiated combat, max 3; if foe's HP ≥ 75% at start of combat, however, value is treated as 3).【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Chivalry,"Enables【Canto (Rem. +1)】.At start of combat, if foe's HP ≥ 50%, inflicts Atk/Spd/Def-5 on foe during combat. Reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = 50% of foe's HP at start of combat. (Example: if foe's HP = 75%, damage is reduced by 37%.)【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,Yes
,Clever Fighter,"Inflicts Atk/Spd-4 on foe, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and increases the Spd difference necessary for foe to make a follow-up attack by 10 during combat (for example, if Spd difference necessary increases by 10, Spd must be ≥ 15 more than foe's Spd to make a follow-up attack; stacks with similar skills), and also, if unit's Spd ≥ foe's Spd-10, reduces damage from foe's first attack by 10 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",300,No
,Close Call 1,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 2 (max 20%). If unit initiates combat, unit moves 1 space away after combat.",60,No
,Close Call 2,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 3 (max 30%). If unit initiates combat, unit moves 1 space away after combat.",120,No
,Close Call 3,"If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%). If unit initiates combat, unit moves 1 space away after combat.",240,No
,Close Call 4,"Inflicts Spd/Def-4 on foe during combat. If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7. If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 5 (max 50%). If unit initiates combat, unit moves 1 space away after combat.",300,No
,Counter Roar 1,Reduces damage from foe's first attack during combat by 10% and unit's next attack deals damage = 10% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack).,60,No
,Counter Roar 2,Reduces damage from foe's first attack during combat by 20% and unit's next attack deals damage = 20% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack).,120,No
,Counter Roar 3,Reduces damage from foe's first attack during combat by 30% and unit's next attack deals damage = 30% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack).,240,No
,Counter Roar 4,"Inflicts Atk/Spd-4 on foe, reduces damage from foe's first attack during combat by 30% (for standard attacks, ""first attack"" means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = 30% of foe's attack damage prior to reductions (resets at end of combat; only highest value applied; does not stack). Restores 7 HP to unit after combat.",300,No
,Crafty Fighter 1,"If unit's HP ≥ 75% and foe initiates combat, unit makes a guaranteed follow-up attack and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",60,No
,Crafty Fighter 2,"If unit's HP ≥ 50% and foe initiates combat, unit makes a guaranteed follow-up attack and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",120,No
,Crafty Fighter 3,"If unit's HP ≥ 25% and foe initiates combat, unit makes a guaranteed follow-up attack and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",240,No
,Crusader's Ward,"If unit receives consecutive attacks and foe's Range = 2, reduces damage from foe's second attack onward by 80%. (Skill cannot be inherited.)",300,Yes
,Daggerbreaker 1,"If unit's HP ≥ 90% in combat against a colorless dagger foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",50,No
,Daggerbreaker 2,"If unit's HP ≥ 70% in combat against a colorless dagger foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",100,No
,Daggerbreaker 3,"If unit's HP ≥ 50% in combat against a colorless dagger foe, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",200,No
,Daring Fighter 1,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat. If unit's HP ≤ 40% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",60,No
,Daring Fighter 2,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat. If unit's HP ≤ 60% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",120,No
,Daring Fighter 3,"If unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat. If unit's HP ≤ 80% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",240,No
,Dark Perfume,"At start of turn, grants Special cooldown count-1 to unit, inflicts【Undefended】and status preventing counterattacks on closest foes through their next actions, and inflicts status preventing counterattacks on foes within 2 spaces of those foes through their next actions.At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def-5 on foe, deals damage = 20% of unit's Spd (including when dealing damage with an area-of-effect Special), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap, cancels trap's effect; if unit ends movement on a space with a Hex Trap, reduces trap's trigger condition by 10 HP.【Undefended】Unit cannot be protected by Savior through their next action.",300,Yes
,Dazzle Far Trace,"Enables【Canto (Rem.)】.Inflicts Spd-4 on foe and foe cannot counterattack during combat.【Canto (Rem.)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn. (If unit used a movement skill that warped them, its remaining movement is 0.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Dazzling Discord,"At start of turn, for the closest foes within 5 spaces of unit and foes within 2 spaces of those foes, if any foe's Res < unit's Res, inflicts 【Discord】on that foe. Inflicts Atk/Res-4 on foe during combat and foe cannot counterattack.【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.",300,No
,Dazzling Shift,Unit can move to a space adjacent to an ally within 2 spaces. Inflicts Spd-4 on foe during combat and foe cannot counterattack.,300,No
,Dazzling Staff 1,"At start of combat, if unit's HP = 100%, foe cannot counterattack.",60,No
,Dazzling Staff 2,"At start of combat, if unit's HP ≥ 50%, foe cannot counterattack.",120,No
,Dazzling Staff 3,Foe cannot counterattack.,240,No
,Deadly Balance+,"At start of combat, if unit's HP ≥ 25% or if【Penalty】is active on unit, inflicts Atk/Spd/Def-5 on foe, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and grants Special cooldown charge +1 to unit per foe's attack (only highest value applied; does not stack; Special cooldown charge granted even if foe's attack deals 0 damage) during combat, and also, if Special triggers, neutralizes ""reduces damage by X%"" effects from non-Special skills (excluding area-of-effect Specials). If Special triggers before or during combat, grants Special cooldown count-2 to unit after combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Deadly Balance,"At start of combat, if unit's HP ≥ 50% or if【Penalty】is active on unit, inflicts Atk/Def-5 on foe and grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Deep Star,"Enables【Canto (１)】.If unit initiates combat or is within 2 spaces of an ally, inflicts Spd/Def-5 on foe and reduces damage from foe's first attack by X% during combat (if unit initiates combat, X = 80; otherwise, X = 30; stacks with other damage reduction effects, like that from【Deep Star】; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes). If unit initiates combat, grants【Deep Star】to unit and inflicts【Gravity】on target and foes within 1 space of target after combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Deep Star】For 1 turn, if it is unit's first combat initiated by foe that turn, reduces damage from foe's first attack by 80% during combat (that turn only; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Gravity】Restricts target's movement to 1 space through its next action.",300,Yes
,Def Cantrip 1,"If Sing or Dance is used, inflicts Def-3 on nearest foes within 4 spaces of unit through their next actions.",60,No
,Def Cantrip 2,"If Sing or Dance is used, inflicts Def-5 on nearest foes within 4 spaces of unit through their next actions.",120,No
,Def Cantrip 3,"If Sing or Dance is used, inflicts Def-7 on nearest foes within 4 spaces of unit through their next actions.",240,No
,Def Feint 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-3 on foes in cardinal directions of unit through their next actions.",60,No
,Def Feint 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-5 on foes in cardinal directions of unit through their next actions.",120,No
,Def Feint 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Def-7 on foes in cardinal directions of unit through their next actions.",240,No
,Def/Res Discord,"At start of player phase or enemy phase, inflicts Def/Res-6 and【Discord】on foes with Res < unit's Res and that are within 2 spaces of another foe through their next actions.Inflicts penalty on foe's Def/Res during combat = number of foes inflicted with【Discord】 within 2 spaces of target, including target, × 2, + 4 (max 10) and deals damage = 15% of unit's Res (excluding area-of-effect Specials).【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.",300,No
,Def/Res Link 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+2 to unit and target ally or unit and targeting ally for 1 turn.",60,No
,Def/Res Link 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+4 to unit and target ally or unit and targeting ally for 1 turn.",120,No
,Def/Res Link 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Def/Res+6 to unit and target ally or unit and targeting ally for 1 turn.",240,No
,Def/Res Ruse 1,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-1 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",60,No
,Def/Res Ruse 2,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-3 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",120,No
,Def/Res Ruse 3,"If a Rally Assist skill is used by unit or targets unit, inflicts Def/Res-5 and【Guard】on foes in cardinal directions of unit and target through their next actions.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",240,No
,Def/Res Snag 1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-2 on nearest foes within 4 spaces of both unit and target through their next actions.",60,No
,Def/Res Snag 2,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-4 on nearest foes within 4 spaces of both unit and target through their next actions.",120,No
,Def/Res Snag 3,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, inflicts Def/Res-6 on nearest foes within 4 spaces of both unit and target through their next actions.",240,No
,Deluge Dance 1,"If Sing or Dance is used, grants Spd+2 and Res+3 to target.",120,No
,Deluge Dance 2,"If Sing or Dance is used, grants Spd+3 and Res+4 to target.",240,No
,Desperation 1,"If unit’s HP ≤ 25% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",50,No
,Desperation 2,"If unit’s HP ≤ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",100,No
,Desperation 3,"If unit’s HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",200,No
,Desperation 4,"Inflicts Spd-4 on foe during combat. At start of combat, if unit's HP ≤ 99% and unit initiates combat, or number of spaces from unit's start position to end position ≥ 2 and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",300,No
,Detailed Report,"Foes with Range = 1 cannot move through spaces adjacent to unit. (Does not affect foes with Pass skills.)Foes with Range = 2 cannot move through spaces within 2 spaces of unit. (Does not affect foes with Pass skills.)Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)",300,Yes
,Disarm Trap 1,"While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap and that trap's level ≤ 1, cancels trap's effect.",60,No
,Disarm Trap 2,"While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap and that trap's level ≤ 3, cancels trap's effect.",120,No
,Disarm Trap 3,"While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap, cancels trap's effect.",240,No
,Disarm Trap 4,"Inflicts Spd/Def-4 on foe during combat, and if unit initiates combat, neutralizes effects that prevent unit's follow-up attacks during combat. While attacking in Aether Raids, if unit ends movement on a space with a Bolt Trap or a Heavy Trap, cancels trap's effect; if unit ends movement on a space with a Hex Trap, reduces trap's trigger condition by 10 HP.",300,No
,Dive-Bomb 1,"At start of combat, if both unit's and foe's HP = 100% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",60,No
,Dive-Bomb 2,"At start of combat, if both unit's and foe's HP ≥ 90% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",120,No
,Dive-Bomb 3,"At start of combat, if both unit's and foe's HP ≥ 80% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",240,No
,Divine Rec. II,"If unit initiates combat or foe's HP ≥ 50% at start of combat, inflicts Atk/Spd/Def/Res-4 on foe, reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), reduces damage from foe's first attack by 50% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills; resets at end of combat).",300,Yes
,Divine Recreation,"At start of combat, if foe's HP ≥ 50%, inflicts Atk/Spd/Def/Res-4 on foe during combat, reduces damage from foe's first attack during combat by 30%, and boosts unit's next attack by total damage reduced (by any source, including other skills). Resets at end of combat.",300,Yes
,Divine Strength,"Removes the condition to transform.After start-of-turn effects trigger on player phase or enemy phase, neutralizes any 【Penalty】on unit (does not apply to【Penalty】effects that are applied at the same time).Inflicts Atk/Def-5 on foe and unit makes a guaranteed follow-up attack during combat. Restores 7 HP to unit after combat. If unit's Atk at start of combat ≥ foe's Atk at start of combat - 5, inflicts Atk/Def-6 on foe during combat. If unit's Def at start of combat ≥ foe's Def at start of combat - 5, inflicts Atk/Def-6 on foe during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Double Lion,"If unit's HP = 100% at start of combat and unit initiates combat, unit attacks twice, but deals 1 damage to unit after combat. (Does not stack.)",300,Yes
,Drag Back,"If unit initiates combat, unit moves 1 space away after combat. Target foe moves to unit's previous space.",150,No
,Dragon Wall 1,"If unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 2 (max 20%).",60,No
,Dragon Wall 2,"If unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 3 (max 30%).",120,No
,Dragon Wall 3,"If unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",240,No
,Dragon's Ire 1,"If unit's HP = 100% and foe initiates combat, neutralizes effects that prevent unit's follow-up attacks and unit makes a guaranteed follow-up attack.",60,No
,Dragon's Ire 2,"If unit's HP ≥ 75% and foe initiates combat, neutralizes effects that prevent unit's follow-up attacks and unit makes a guaranteed follow-up attack.",120,No
,Dragon's Ire 3,"If unit's HP ≥ 50% and foe initiates combat, neutralizes effects that prevent unit's follow-up attacks and unit makes a guaranteed follow-up attack.",240,No
,Dragon's Ire 4,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Res-4 on foe during combat, unit makes a guaranteed follow-up attack, and also, if foe initiates combat, neutralizes effects that prevent unit's follow-up attacks.",300,No
,Dragon's Scales,"If foe initiates combat or if unit's HP ≥ 25% at start of combat, inflicts Atk/Def/Res-X on foe (X = 4 + the greater of the difference between Def stats or difference between Res stats (unit's Def/Res minus foe's Def/Res); max 11; if either of unit's stats < foe's stat, difference is treated as 0), unit makes a guaranteed follow-up attack, grants Special cooldown count-1 to unit before foe's first attack, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",300,No
,Dragon's Wrath 1,"If foe initiates combat, reduces damage from foe's first attack by 10% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 10% of unit's Atk minus foe's Res during combat.",60,No
,Dragon's Wrath 2,"If foe initiates combat, reduces damage from foe's first attack by 15% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 15% of unit's Atk minus foe's Res during combat.",120,No
,Dragon's Wrath 3,"If foe initiates combat, reduces damage from foe's first attack by 20% during combat, and also, if unit's Atk > foe's Res, unit's first attack deals damage = 20% of unit's Atk minus foe's Res during combat.",240,No
,Dragon's Wrath 4,"Reduces damage from foe's first attack during combat by 25%. If unit's Atk > foe's Res, unit's first attack deals damage = 25% of unit's Atk minus foe's Res during combat.",300,No
,Dull Close 1,"At start of combat, if unit's HP = 100% and foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",60,No
,Dull Close 2,"At start of combat, if unit's HP ≥ 50% and foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",120,No
,Dull Close 3,"If foe uses sword, lance, axe, dragonstone, or beast damage, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",240,No
,Dull Ranged 1,"At start of combat, if unit's HP = 100% and foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",60,No
,Dull Ranged 2,"At start of combat, if unit's HP ≥ 50% and foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",120,No
,Dull Ranged 3,"If foe uses bow, dagger, magic, or staff, neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",240,No
,Earth Dance 1,"If Sing or Dance is used, grants Def+3 to target.",50,No
,Earth Dance 2,"If Sing or Dance is used, grants Def+4 to target.",100,No
,Earth Dance 3,"If Sing or Dance is used, grants Def+5 to target.",200,No
,Edged Scales,"If foe initiates combat or if unit's HP ≥ 25% at start of combat, inflicts Spd/Def/Res-4 on foe, deals damage = 15% of foe's Atk (excluding area-of-effect Specials), reduces damage from foe's first attack by 10 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and increases the Spd difference necessary for foe to make a follow-up attack by 10 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",300,No
,Escape Route 1,"If unit’s HP ≤ 30%, unit can move to a space adjacent to any ally.",60,No
,Escape Route 2,"If unit’s HP ≤ 40%, unit can move to a space adjacent to any ally.",120,No
,Escape Route 3,"If unit’s HP ≤ 50%, unit can move to a space adjacent to any ally.",240,No
,Escape Route 4,"When unit's HP ≤ 99%, enables【Canto (１)】 (also activates if conditions are met due to effects after combat).Inflicts Atk/Spd-3 on foe during combat. If unit's HP ≤ 99%, unit can move to a space adjacent to any ally within 3 spaces. If unit's HP ≤ 60%, unit can move to a space adjacent to any ally.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Even Follow-Up 1,"If it is an even-numbered turn and unit's HP = 100%, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",60,No
,Even Follow-Up 2,"If it is an even-numbered turn and unit's HP ≥ 50%, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",120,No
,Even Follow-Up 3,"If it is an even-numbered turn, unit makes a guaranteed follow-up attack and foe cannot make a follow-up attack.",240,No
,Even Pulse Tie 1,"At start of even-numbered turns, if any foe's HP+5 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",60,No
,Even Pulse Tie 2,"At start of even-numbered turns, if any foe's HP+3 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",120,No
,Even Pulse Tie 3,"At start of even-numbered turns, if any foe's HP+1 ≤ unit's HP and that foe's Special is ready, inflicts Special cooldown count+2 on foe with the lowest HP among those foes. (Cannot exceed the foe's maximum Special cooldown.)",240,No
,Faithful Loyalty II,"If armored or cavalry foe initiates combat, unit can counterattack before foe's first attack.Inflicts Atk/Spd/Def-5 on foe and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, if foe is armored or cavalry, reduces damage from foe's attacks by X (including from area-of-effect Specials; excluding Røkkr area-of-effect Specials; X = highest total bonuses among unit and allies within 2 spaces of unit), and if foe is not armored or cavalry, reduces damage from foe's first attack by 40% of X during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).After combat, restores 7 HP to unit and grants【Vantage】to unit for 1 turn.【Vantage】If foe initiates combat, unit can counterattack before foe's first attack for 1 turn.",300,Yes
,Faithful Loyalty,"If armored or cavalry foe initiates combat, unit can counterattack before foe's first attack. Neutralizes effects that prevent unit's follow-up attacks during combat. After combat, grants 【Vantage】to unit.【Vantage】If foe initiates combat, unit can counterattack before foe's first attack for 1 turn.",300,Yes
