Icon,Name,Description,SP,Exclusive
,B Tome Exp. 3,"While unit lives, all blue tome allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120,No
,B Tome Valor 1,"While unit lives and uses a blue tome, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,B Tome Valor 2,"While unit lives, all blue tome allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,B Tome Valor 3,"While unit lives, all blue tome allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
,Barricade,"Foes with Range = 1 cannot warp into spaces within 3 spaces of unit and foes with Range = 2 cannot warp into spaces within 4 spaces of unit (in either case, does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains).Grants Def/Res+4 to allies within 3 spaces of unit and neutralizes their penalties to Def/Res during their combat.If unit is within 3 spaces of an ally, grants Def/Res+4 to unit and neutralizes unit's penalties to Def/Res during combat.",300,No
,Beast Exp. 1,"While unit lives and uses beast damage, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30,No
,Beast Exp. 2,"While unit lives, all beast allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60,No
,Beast Exp. 3,"While unit lives, all beast allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120,No
,Beast Threaten,"At start of turn, inflicts Def-7 and【Panic】 on foes within 3 rows or 3 columns centered on unit through their next actions.At start of turn, if any foe is within 3 rows or 3 columns centered on unit, grants Atk+6 to unit for 1 turn, and also, if Special cooldown count is at its maximum value, grants Special cooldown count-1 to unit.【Panic】Converts bonuses on target into penalties through its next action.",300,No
,Beast Valor 1,"While unit lives and uses beast damage, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,Beast Valor 2,"While unit lives, all beast allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,Beast Valor 3,"While unit lives, all beast allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
,Bern's New Way,"Restores 7 HP to allies within 3 spaces of unit after combat. If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat, grants Special cooldown charge +1 to unit per attack (only highest value applied; does not stack), and restores 7 HP to unit after combat.",300,Yes
,Blue Feud 1,"During combat, disables skills of all blue foes, excluding foe in combat. If in combat against a blue foe, disables skills of all foes, excluding foe in combat.",60,No
,Blue Feud 2,"During combat, disables skills of all blue foes, excluding foe in combat. If in combat against a blue foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-2 on foe during combat.",120,No
,Blue Feud 3,"During combat, disables skills of all blue foes, excluding foe in combat. If in combat against a blue foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-4 on foe during combat.",240,No
,Bow Exp. 1,"While unit lives and uses a bow, unit gets 1.5x EXP.(Only highest value applied. Does not stack.)",30,No
,Bow Exp. 2,"While unit lives, all bow allies on team get 1.5x EXP.(Only highest value applied. Does not stack.)",60,No
,Bow Exp. 3,"While unit lives, all bow allies on team get 2x EXP.(Only highest value applied. Does not stack.)",120,No
,Bow Valor 1,"While unit lives and uses a bow, unit gets 1.5x SP. (Only highest value applied. Does not stack.)",30,No
,Bow Valor 2,"While unit lives, all bow allies on team get 1.5x SP. (Only highest value applied. Does not stack.)",60,No
,Bow Valor 3,"While unit lives, all bow allies on team get 2x SP. (Only highest value applied. Does not stack.)",120,No
,Breath of Life 1,"If unit initiates combat, restores 3 HP to adjacent allies after combat.",50,No
,Breath of Life 2,"If unit initiates combat, restores 5 HP to adjacent allies after combat.",100,No
,Breath of Life 3,"If unit initiates combat, restores 7 HP to adjacent allies after combat.",200,No
,Breath of Life 4,"For allies within 2 spaces of unit, restores X HP to that ally as their combat begins (triggers after effects that deal damage as combat begins; if ally's Def > foe's Def, X = 20% of ally's max HP + difference between stats × 4; otherwise, X = 20% of ally's max HP; max 40% of ally's max HP + damage dealt to ally as combat begins; only highest value applied; does not stack).For allies within 2 spaces of unit, grants Def+4 and reduces the effect of 【Deep Wounds】by 50% during combat.If unit is within 2 spaces of an ally, restores X HP to unit as unit's combat begins (triggers after effects that deal damage as combat begins; if unit's Def > foe's Def, X = 20% of unit's max HP + difference between stats × 4; otherwise, X = 20% of unit's max HP; max 40% of unit's max HP + damage dealt to unit as combat begins; only highest value applied; does not stack).If unit is within 2 spaces of an ally, grants Def+4 to unit and reduces the effect of【Deep Wounds】by 50% during combat.【Deep Wounds】Unit's HP cannot be healed through its next action.",300,No
,Brutal Tempest,"Enables【Canto (Dist. +1; Max ４)】.At start of turn, unit can move 1 extra space (that turn only; does not stack).Grants bonus to unit's Atk/Spd/Def/Res during combat = number of spaces from start position to end position of whoever initiated combat (max 3).【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,C Feud 1,"If in combat against a colorless foe, disables skills of all foes, excluding foe in combat. During combat, disables skills of all colorless foes, excluding foe in combat.",60,No
,C Feud 2,"If in combat against a colorless foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-2 on foe during combat. During combat, disables skills of all colorless foes, excluding foe in combat.",120,No
,C Feud 3,"If in combat against a colorless foe, disables skills of all foes, excluding foe in combat, and inflicts Atk/Spd/Def/Res-4 on foe during combat. During combat, disables skills of all colorless foes, excluding foe in combat.",240,No
,Canto Control 1,"If foe within 2 spaces of unit triggers Canto, inflicts【Canto Control】on that foe.【Canto Control】Limits the number of spaces target can move with Canto through their next action. If target's Range = 1, target can move 1 space when Canto triggers. If target's Range = 2, target's action ends when Canto triggers.",60,No
,Canto Control 2,"If foe within 3 spaces of unit triggers Canto, inflicts【Canto Control】on that foe.【Canto Control】Limits the number of spaces target can move with Canto through their next action. If target's Range = 1, target can move 1 space when Canto triggers. If target's Range = 2, target's action ends when Canto triggers.",120,No
,Canto Control 3,"If foe within 4 spaces of unit triggers Canto, inflicts【Canto Control】on that foe.【Canto Control】Limits the number of spaces target can move with Canto through their next action. If target's Range = 1, target can move 1 space when Canto triggers. If target's Range = 2, target's action ends when Canto triggers.",240,No
,Chaos Named+,"At start of turn, if any foes have the highest Atk, Spd, Def, or Res on the enemy team, inflicts -7 on the corresponding stat of those foes and foes within 2 spaces of those foes through their next actions. At start of turn, if any foes have the highest Atk, Spd, Def, or Res on the enemy team, inflicts【Panic】on those foes.【Panic】Converts bonuses on target into penalties through its next action.",300,Yes
,Chaos Named,"At start of turn, if foes within 3 columns centered on unit have Res ≤ unit's Res-3, inflicts -5 on the highest of those foes' Atk/Spd/Def/Res through their next actions. (When calculating highest stat, treats Atk as -15. Calculates each stat penalty independently.)",300,Yes
,Close Guard 1,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+2 during combat.""",60,No
,Close Guard 2,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+3 during combat.""",120,No
,Close Guard 3,"Allies within 2 spaces gain: ""If foe uses sword, lance, axe, dragonstone, or beast damage, grants Def/Res+4 during combat.""",240,No
,Connected World,"If unit can transform, transformation effects gain ""if unit is within 2 spaces of any allies from a different title than unit"" as a trigger condition (in addition to existing conditions).If defending in Aether Raids, at the start of enemy turn 1, if conditions for transforming are met, unit transforms.At start of turn, and at start of enemy phase (except for in Summoner Duels), if unit is within 3 spaces of any allies from a different title than unit, grants Atk/Def+6,【Resonance: Blades】, 【Resonance: Shields】, and ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 50% during combat (excluding area-of-effect Specials)"" to unit and allies within 3 spaces of unit for 1 turn, and also, for unit and allies within 3 spaces of unit, if Special cooldown count is at its maximum value, grants Special cooldown count-1.If unit is within 3 spaces of an ally, grants Atk/Def/Res+5 to unit and reduces damage from foe's attacks by 40% during combat (excluding area-of-effect Specials), and also, if unit's Special cooldown count is at its maximum value after combat, grants Special cooldown count-1 to unit after combat.For allies within 3 spaces of unit, if Special cooldown count is at its maximum value after combat, grants Special cooldown count-1.【Resonance: Blades】Grants Atk/Spd+4 during combat for 1 turn.【Resonance: Shields】Grants Def/Res+4 during combat and the following effect for 1 turn: ""During unit's first combat in player phase or enemy phase, foe cannot make a follow-up attack.""",300,Yes
,Corrupted Dragon,"After unit acts (if Canto triggers, after Canto), applies【Divine Vein (Stone)】to spaces within 5 rows and 5 columns centered on unit for 1 turn.Grants Atk/Spd/Def/Res+4 to allies within 5 rows and 5 columns centered on unit and neutralizes effects that inflict ""Special cooldown charge -X"" on those allies during combat.If there is an ally within 5 rows and 5 columns centered on unit, grants Atk/Spd/Def/Res+4 to unit and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and also, when unit's Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding when dealing damage with an area-of-effect Special).【Divine Vein (Stone)】Applies the following effects on space for unit and allies: Grants Def/Res+6 during combat, reduces damage from foe's Specials by 10 during combat (excluding area-of-effect Specials), and reduces damage from area-of-effect Specials by 50% (excluding Røkkr area-of-effect Specials). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out. Does not count as defensive terrain.)",300,Yes
,Creation Pulse,"If【Penalty】is active on foe, grants Atk/Spd+3 to unit during combat, and also, if unit's attack can trigger unit's Special, grants Special cooldown count-X to unit before unit's first attack during combat (X = number of 【Penalty】effects active on foe, excluding stat penalties; max 2).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Cross Spur Atk,Grants Atk+5 to allies in cardinal directions of unit during combat.,300,No
,Cross Spur Res,Grants Res+5 to allies in cardinal directions of unit during combat.,300,No
,Cross Spur Spd,Grants Spd+5 to allies in cardinal directions of unit during combat.,300,No
,D/R Far Save 1,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally adjacent to unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+1 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",100,No
,D/R Far Save 2,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+2 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",200,No
,D/R Far Save 3,"If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+4 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,No
,D/R Near Save 1,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally adjacent to unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+1 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",100,No
,D/R Near Save 2,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+2 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",200,No
,D/R Near Save 3,"If a foe uses sword, lance, axe, dragonstone, or beast damage and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit.If unit triggers Savior, grants Def/Res+4 during combat.【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,No
,D/R Twin N Save,"If foe with Range = 1 initiates combat against an ally within 2 spaces of unit, triggers 【Savior】on unit.If foe's Range = 1, grants Def/Res+4 to unit during combat, any ""reduces damage by X%"" effect that can be triggered only once per combat by unit's equipped Special skill can be triggered up to twice per combat (excludes boosted Special effects from engaging; only highest value applied; does not stack), and restores 7 HP to unit when unit deals damage to foe during combat (triggers even if 0 damage is dealt).【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,No
,Dagger Exp. 1,"While unit lives and uses a dagger, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",30,No
,Dagger Exp. 2,"While unit lives, all dagger allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",60,No
,Dagger Exp. 3,"While unit lives, all dagger allies on team get 2x EXP. (Only highest value applied. Does not stack.)",120,No
,Dagger Valor 1,"While unit lives and uses a dagger, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,Dagger Valor 2,"While unit lives, all dagger allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,Dagger Valor 3,"While unit lives, all dagger allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
,Darkling Dragon,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and【Warp Bubble】to unit for 1 turn. At start of turn, grants Def/Res+6 and【Warp Bubble】to any support partner within 2 spaces of unit or, if unit is not on a team with unit's support partner, to ally with the highest Def within 2 spaces of unit for 1 turn. If unit is within 2 spaces of an ally, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials). If a foe uses bow, dagger, magic, or staff and initiates combat against an ally within 2 spaces of unit, triggers【Savior】on unit. If unit triggers Savior, grants Atk/Def/Res+4 during combat.【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)【Savior】Unit takes ally's space, enters combat in ally's place, and receives all after-combat effects.Savior will not trigger if ally is on terrain that unit cannot move to or if multiple units are able to use Savior during the same combat. If Savior triggers, after-combat movement effects do not occur.",300,Yes
,Darkling Guard II,"Enables【Canto (２)】.At start of player phase or enemy phase, grants Def/Res+6, ""foe cannot make a follow-up attack,"" ""neutralizes 'effective against flying' bonuses,""【Warp Bubble】, and【Bulwark】to unit and target allies within 3 spaces of unit for 1 turn. (If support partner is on player team, targets any support partner; otherwise, targets ally with the highest Def on player team, excluding unit.)If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, neutralizes penalties to unit's Atk, neutralizes foe's bonuses to Atk, reduces damage from foe's attacks by 7 (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Once per turn. Only highest value applied. Does not stack.)【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)【Bulwark】Foes with Range = 1 cannot move through spaces adjacent to unit (does not affect foes with Pass skills).Foes with Range = 2 cannot move through spaces within 2 spaces of unit (does not affect foes with Pass skills).",300,Yes
,Darkling Guardian,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6, ""foe cannot make a follow-up attack,"" and【Warp Bubble】to unit for one turn.【Warp Bubble】Foes cannot warp into spaces within 4 spaces of unit. (Does not affect foes with Pass skills or warp effects from structures, like camps and fortresses in Rival Domains.)",300,Yes
,Deadly Miasma,"If unit initiates combat, inflicts Atk/Spd/Def/Res-5 on foe and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat, and after combat, deals 7 damage to target and foes within 2 spaces of target and applies【Divine Vein (Haze)】on target's space and on each space within 2 spaces of target's space for 1 turn.【Divine Vein (Haze)】Applies the following effects on space: Inflicts Atk/Spd/Def/Res-5 on foe and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat. (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out.)",300,No
,Def Opening 1,"At start of turn, grants Def+2 to ally with the highest Def for 1 turn. (Excludes unit.)",60,No
,Def Opening 2,"At start of turn, grants Def+4 to ally with the highest Def for 1 turn. (Excludes unit.)",120,No
,Def Opening 3,"At start of turn, grants Def+6 to ally with the highest Def for 1 turn. (Excludes unit.)",240,No
,Def Ploy 1,"At start of turn, inflicts Def-3 on foes in cardinal directions with Res < unit's Res through their next actions.",60,No
,Def Ploy 2,"At start of turn, inflicts Def-4 on foes in cardinal directions with Res < unit's Res through their next actions.",120,No
,Def Ploy 3,"At start of turn, inflicts Def-5 on foes in cardinal directions with Res < unit's Res through their next actions.",240,No
,Def/Res Gap 1,"At start of turn, grants Def/Res+1 to ally with the highest Def+Res total for 1 turn. (Excludes unit.)",60,No
,Def/Res Gap 2,"At start of turn, grants Def/Res+3 to ally with the highest Def+Res total for 1 turn. (Excludes unit.)",120,No
,Def/Res Gap 3,"At start of turn, grants Def/Res+5 to ally with the highest Def+Res total for 1 turn. (Excludes unit.)",240,No
,Def/Res Hold,Inflicts Def/Res-4 on foes within 3 spaces during combat.,300,No
,Def/Res Menace,"At start of turn, if unit is within 4 spaces of a foe, inflicts Def/Res-6 on closest foes through their next actions and grants Def/Res+6 to unit for 1 turn.",300,No
,Def/Res Oath 1,"At start of turn, if unit is adjacent to an ally, grants Def/Res+3 to unit for 1 turn.",60,No
,Def/Res Oath 2,"At start of turn, if unit is adjacent to an ally, grants Def/Res+4 to unit for 1 turn.",120,No
,Def/Res Oath 3,"At start of turn, if unit is adjacent to an ally, grants Def/Res+5 to unit for 1 turn.",240,No
,Def/Res Oath 4,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and the following status to unit for 1 turn: ""Unit can move to a space adjacent to any ally within 2 spaces."" If unit is within 2 spaces of an ally, grants Def/Res+3 to unit during combat.",300,No
,Def/Res Pledge,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 and ""Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack)"" to unit for 1 turn. If unit is within 2 spaces of an ally, grants Def/Res+3 to unit during combat.",300,No
,Def/Res Ploy 3,"At start of player phase or enemy phase, if any foes within 3 rows or 3 columns centered on unit have Res < unit's Res+5, inflicts Def/Res-7,【Ploy】, and【Exposure】 on those foes through their next actions.【Ploy】Neutralizes【Bonus Doubler】,【Treachery】, and【Grand Strategy】effects active on unit during combat through unit's next action.【Exposure】Foe's attacks deal +10 damage.【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.【Treachery】Unit deals additional damage = total bonuses on unit for 1 turn.【Grand Strategy】Grants bonus to Atk/Spd/Def/Res during combat = current penalty on each of unit's stats × 2 for 1 turn. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7.) Calculates each stat bonus independently.Unit's negative effects that last ""through unit's next action"" will remain in effect until this status (Grand Strategy) is neutralized.",300,No
,Def/Res Rein 1,Inflicts Def/Res-2 on foes within 2 spaces during combat.,60,No
,Def/Res Rein 2,Inflicts Def/Res-3 on foes within 2 spaces during combat.,120,No
,Def/Res Rein 3,Inflicts Def/Res-4 on foes within 2 spaces during combat.,240,No
,Def/Res Smoke 3,"After combat, inflicts Def/Res-7 on target and foes within 2 spaces of target through their next actions, grants Atk+6 to unit and allies within 2 spaces of unit for 1 turn, and grants【Pathfinder】to unit for 1 turn.【Pathfinder】When an ally moves through unit's space, that space is counted as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",300,No
,Def Smoke 1,Inflicts Def-3 on foes within 2 spaces of target through their next actions after combat.,60,No
,Def Smoke 2,Inflicts Def-5 on foes within 2 spaces of target through their next actions after combat.,120,No
,Def Smoke 3,Inflicts Def-7 on foes within 2 spaces of target through their next actions after combat.,240,No
,Def Tactic 1,"At start of turn, grants Def+2 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",60,No
,Def Tactic 2,"At start of turn, grants Def+4 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",120,No
,Def Tactic 3,"At start of turn, grants Def+6 to allies within 2 spaces for 1 turn. Granted only if number of that ally's movement type on current team ≤ 2.",240,No
,Distant Guard 1,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+2 during combat.""",60,No
,Distant Guard 2,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+3 during combat.""",120,No
,Distant Guard 3,"Allies within 2 spaces gain: ""If foe uses bow, dagger, magic, or staff, grants Def/Res+4 during combat.""",240,No
,Divine Deceit,"At start of player phase or enemy phase, if any foes in cardinal directions of unit have Res < unit's Res+5, inflicts【Gravity】on those foes. At start of player phase or enemy phase, if any foes within 3 rows or 3 columns centered on unit have Res < unit's Res+5, inflicts【Ploy】and【Exposure】on those foes through their next actions. After start-of-turn effects trigger on player phase or enemy phase, if any foes within 3 rows or 3 columns have ≥ 3 Bonus effects active, excluding stat bonuses, neutralizes those effects (excludes Bonus effects being applied at the same time). If foe has any Penalty effects active, grants Atk/Res+5 to unit during combat.【Gravity】Restricts target's movement to 1 space through its next action.【Ploy】Neutralizes Bonus Doubler, Treachery, and【Grand Strategy】effects active on unit during combat through unit's next action.【Exposure】Foe's attacks deal +10 damage.【Grand Strategy】Grants bonus to Atk/Spd/Def/Res during combat = current penalty on each of unit's stats × 2 for 1 turn. (Example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7.) Calculates each stat bonus independently.Unit's negative effects that last ""through unit's next action"" will remain in effect until this status (Grand Strategy) is neutralized.",300,Yes
,Divine Fang+,"At start of turn, grants ""effective against dragons"" to adjacent allies for 1 turn. At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and the following status to unit and allies within 2 spaces of unit for 1 turn: ""If unit initiates combat, unit makes a guaranteed follow-up attack.""",300,Yes
,Divine Fang,"At start of turn, grants ""effective against dragons"" to adjacent allies for 1 turn.",300,Yes
,Divine God Fang,"Allies within 2 spaces of unit can move to any space within 2 spaces of unit.At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants ""effective against dragons,"" ""neutralizes 'effective against dragons' bonuses,"" and 【Empathy】to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, unit deals +7 damage (excluding area-of-effect Specials), reduces damage from foe's attacks by 7 (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).【Empathy】Grants bonus to unit's Atk/Spd/Def/Res = number of types of【Bonus】effects, excluding stat bonuses, and【Penalty】effects, excluding stat penalties, active on player team and enemy team during combat (max 7).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Divine Nectar,"At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants 【Divine Nectar】to unit and allies within 2 spaces of unit for 1 turn.If a Rally or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by an ally with the【Divine Nectar】effect active (excluding unit), grants another action to that ally (once per turn; if another effect that grants action to unit has been activated at the same time, this effect is also considered to have been triggered).If unit is within 3 spaces of an ally, inflicts Atk/Def-5 on foe and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).【Divine Nectar】Neutralizes【Deep Wounds】during combat.Restores 20 HP to unit as unit's combat begins (triggers after effects that deal damage as combat begins; only highest value applied; does not stack). If it is unit's first combat initiated by foe or first combat initiated by unit that turn, reduces damage from foe's attacks by 10 during combat (excluding area-of-effect Specials).【Deep Wounds】Unit's HP cannot be healed through its next action.",300,Yes
,Divine Talon,"At start of turn, neutralizes any【Penalty】 effects on unit and allies within 2 spaces of unit (excluding penalties inflicted at the start of the same turn), and deals 1 damage to unit and allies within 2 spaces of unit.At start of turn, grants ""unit can move 1 extra space"" to dragon, beast, infantry, and armored allies within 2 spaces of unit (that turn only; does not stack).If unit is transformed or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, and reduces damage from foe's attacks by X during combat (X = number of spaces from start position to end position of whoever initiated combat × 4; max 12), and also, when foe's attack triggers foe's Special, reduces damage by X (excluding area-of-effect Specials).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,Yes
,Domain of Flame,"Grants Atk/Def+4 and the effect ""if unit's Atk > foe's Res during combat, unit's first attack deals damage = 30% of unit's Atk minus foe's Res"" to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Atk/Def+4 to unit during combat, and also, if unit's Atk > foe's Res during combat, unit's first attack deals damage = 30% of unit's Atk minus foe's Res.",300,Yes
,Domain of Ice,"Grants Spd/Res+4 and the effect ""reduces damage from foe's first attack by 30%"" to allies within 2 spaces during combat. If unit is within 2 spaces of an ally, grants Spd/Res+4 to unit and reduces damage from foe's first attack by 30% during combat.",300,Yes
,Dragon Exp. 1,"While unit lives and uses a dragonstone, unit gets 1.5x EXP. (Only highest value applied. Does not stack.)",30,No
,Dragon Exp. 2,"While unit lives, all dragonstone allies on team get 1.5x EXP. (Only highest value applied. Does not stack.)",60,No
,Dragon Exp. 3,"While unit lives, all dragonstone allies on team get 2x EXP. (Only highest value applied. Does not stack.)",120,No
,Dragon Monarch,"After unit acts (if Canto triggers, after Canto), applies【Divine Vein (Stone)】to spaces within 5 rows and 5 columns centered on unit for 1 turn. Grants Atk/Spd/Def/Res+4 to allies within 5 rows and 5 columns centered on unit and neutralizes effects that inflict ""Special cooldown charge -X"" on those allies during combat. If there is an ally within 5 rows and 5 columns centered on unit, grants Atk/Spd/Def/Res+4 to unit, reduces damage from attacks by 30% (excluding area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Divine Vein (Stone)】Applies the following effects on space for unit and allies: Grants Def/Res+6 during combat, reduces damage from foe's Specials by 10 during combat (excluding area-of-effect Specials), and reduces damage from area-of-effect Specials by 50% (excluding Røkkr area-of-effect Specials). (Divine Vein effects do not stack; replaces any existing Divine Vein effect; Divine Vein effects applied simultaneously cancel each other out. Does not count as defensive terrain.)",300,Yes
,Dragon Valor 1,"While unit lives and uses a dragonstone, unit gets 1.5x SP.(Only highest value applied. Does not stack.)",30,No
,Dragon Valor 2,"While unit lives, all dragonstone allies on team get 1.5x SP.(Only highest value applied. Does not stack.)",60,No
,Dragon Valor 3,"While unit lives, all dragonstone allies on team get 2x SP.(Only highest value applied. Does not stack.)",120,No
