Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Holy Yewfelle,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd+6 to unit during combat and neutralizes penalties to unit's Atk/Spd and effects that inflict ""Special cooldown charge -X"" on unit during combat.",400,Yes
,Indignant Bow,14,2,"Effective against flying foes. Grants Res+3. If foe initiates combat or if foe's HP = 100% at start of combat, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, and also neutralizes penalties to unit's Atk and bonuses to foe's Atk (from skills like Fortify, Rally, etc.) during combat.",400,Yes
,Instant Bow,8,2,"Effective against flying foes. If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",200,No
,Instant Bow+,12,2,"Effective against flying foes. If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",300,No
,Iron Bow,4,2,Effective against flying foes.,50,No
,Jötnar Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If unit initiates combat or is within 2 spaces of an ally, inflicts Atk/Spd/Def-5 on foe during combat and inflicts penalty on foe's Atk/Spd/Def during combat = current bonus on each of unit's Atk/Spd/Def. Calculates each stat penalty independently.Effect:【Pathfinder】【Pathfinder】When an ally moves through unit's space, that space is counted as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",400,Yes
,Just Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes.If unit initiates combat or if there is an ally within 3 rows or 3 columns centered on unit, grants bonus to unit's Atk/Spd/Def/Res = 5 + 15% of unit's Spd at start of combat, unit deals +7 damage (excluding area-of-effect Specials), and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat, and also, when unit's Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills during combat (excluding area-of-effect Specials).If unit initiates combat, grants Special cooldown count-1 to unit before unit's first attack during combat, and also, if foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during combat (cannot exceed the foe's maximum Special cooldown).For allies within 3 rows or 3 columns centered on unit, grants Atk/Spd+4 during their combat, and also, if ally initiates combat and foe's attack can trigger foe's Special, inflicts Special cooldown count+1 on foe before foe's first attack during their combat (cannot exceed the foe's maximum Special cooldown).",400,Yes
,Kabura Ya,8,2,"Effective against flying foes. At start of turn, inflicts Spd-7 on foe on the enemy team with the highest Spd through its next action.",200,No
,Kabura Ya+,12,2,"Effective against flying foes. At start of turn, inflicts Spd-7 on foe on the enemy team with the highest Spd through its next action.",300,No
,Keen Coyote Bow,14,2,"Grants Atk+3. Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, and also, if unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,Killer Bow,5,2,Accelerates Special trigger (cooldown count-1).Effective against flying foes.,200,No
,Killer Bow+,9,2,Accelerates Special trigger (cooldown count-1).Effective against flying foes.,300,No
,Kumo Yumi,4,2,"Effective against flying foes. Unit can move to a space adjacent to any ally within 2 spaces. If unit initiates combat, unit attacks twice. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+4 to unit during combat.",200,No
,Kumo Yumi+,7,2,"Effective against flying foes. Unit can move to a space adjacent to any ally within 2 spaces. If unit initiates combat, unit attacks twice. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+4 to unit during combat.",300,No
,Lady's Bow,14,2,"Accelerates Special trigger (cooldown count-1).Effective against flying foes.At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Desperation】, and 【Preempt Pulse】to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd = 6 + 20% of unit's Spd at start of combat, deals +7 damage (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials), and also, if decreasing the Spd difference necessary to make a follow-up attack by 25 would allow unit to trigger a follow-up attack (excluding guaranteed or prevented follow-ups), triggers【Potent Follow X%】 during combat (if unit cannot perform follow-up and attack twice, X = 80; otherwise, X = 40).【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""【Preempt Pulse】Grants Special cooldown count-1 to unit before unit's first attack during combat.【Potent Follow X%】Triggers an additional follow-up attack immediately after unit's standard follow-up attack and deals damage = X% of unit's normal attack damage (if unit cannot make a follow-up attack, this effect triggers when the standard follow-up attack would occur; this effect is treated like a follow-up attack, so effects like ""reduce damage by X%"" still apply, but this effect is not affected by effects that prevent follow-ups or ""attacks twice"" effects; only highest value applied; does not stack).",400,Yes
,Lucky Bow,14,2,"Effective against flying foes. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit, grants an additional Atk+7 to unit and inflicts Atk-7 on foe, deals damage = 15% of unit's Atk, and reduces damage from foe's attacks by 15% of unit's Atk during combat (excluding area-of-effect Specials), and after combat, if unit attacked, inflicts Special cooldown count+2 on unit (cannot exceed the unit's maximum Special cooldown).",400,Yes
,Luna Arc,14,2,"Effective against flying foes. Grants Spd+3. If unit initiates combat, deals damage = 25% of foe's Def. (Ignores reductions to Def from special skills like Lunar Flash.)",400,Yes
,Meisterbogen,9,2,"Effective against flying foes. Inflicts Spd-5. Unit attacks twice (even if foe initiates combat). When under player's control, unit gains: ""If unit initiates combat, foe cannot make a follow-up attack.""",400,Yes
,Mermaid Bow,14,2,"Effective against flying and armored foes. Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat and calculates damage using the lower of foe's Def or Res, and also, if unit initiates combat, unit's Spd > foe's Spd, and unit has weapon-triangle advantage, unit attacks twice.",400,Yes
,Mirage Longbow,14,2,"Effective against flying foes. Grants Spd+3. If unit's Spd > foe's Spd, foe cannot counterattack.",400,Yes
,Monstrous Bow,8,2,"Effective against flying foes.After combat, if unit attacked, converts bonuses on foes within 2 spaces of target into penalties through their next actions.",200,No
,Monstrous Bow+,12,2,"Effective against flying foes.After combat, if unit attacked, converts bonuses on foes within 2 spaces of target into penalties through their next actions.",300,No
,Mulagir,14,2,"Effective against flying foes. Grants Spd+3. Neutralizes magic foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",400,Yes
,New-Height Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If unit's HP ≤ 60%, allies can move to a space adjacent to unit. Allies within 2 spaces can move to a space within 2 spaces of unit. If unit is within 3 spaces of an ally, grants Atk/Spd+6 to unit during combat and deals damage = 15% of unit's Spd.",400,Yes
,Nidhogg,14,2,"Effective against flying foes. During combat, boosts unit's Atk/Spd/Def/Res by number of adjacent allies × 2.",400,Yes
,Niðavellir Ballista,14,2,"Accelerates Special trigger (cooldown count-1).Effective against flying foes.Enables【Canto (Dist. +1; Max ４)】during turns 1 through 4.At the start of turns 1 through 4, grants Special cooldown count-3 to unit, grants Special cooldown count-1 to allies within 2 spaces of unit (excluding unit), and grants 【Hexblade】to unit and allies within 2 spaces of unit.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit, grants bonus to unit's Atk/Spd = 20% of unit's Spd at start of combat, unit deals damage = 20% of unit's Spd (including when dealing damage with a Special triggered before combat), and reduces damage from foe's first attack by 30% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Canto (Dist. +1; Max ４)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +1. (Max ４.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",400,Yes
,Niles's Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If foe's Def ≥ foe's Res+5, deals +7 damage.",400,Yes
,Ninja Yumi,4,2,"Effective against flying foes. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",200,No
,Ninja Yumi+,7,2,"Effective against flying foes. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",300,No
,Noble Bow,14,2,"Effective against flying foes.For foes within 3 rows or 3 columns centered on unit, inflicts Atk/Spd/Def/Res-5 and neutralizes foe's bonuses during combat, and those foes cannot recover HP during or after combat. (When an effect such as 【Feud】is triggered for allies, excluding unit, that effect will also neutralize this skill's ""cannot recover HP after combat"" effect on their foes.)At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = 10% of unit's Spd at start of combat and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Feud】Disables all ally skills (excluding unit's) during combat through unit's next action.",400,Yes
,Parthia,14,2,"Effective against flying foes.If unit initiates combat, grants Res+4 during combat.",400,Yes
,Partnership Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. At start of turn, inflicts【Discord】and【Panic】on nearest foes within 5 spaces of unit and foes within 2 spaces of those foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Spd/Def-X on foe during combat (X = number of【Bonus】and【Penalty】 effects active on foe × 4; max 16; excludes stat bonuses and stat penalties), and also, if any【Bonus】or【Penalty】is active on foe, neutralizes ""Special cooldown charge -X"" effects on unit and effects that prevent unit's follow-up attacks during combat.【Discord】Inflicts Atk/Spd/Def/Res-X on unit during combat (X = 2 + number of allies within 2 spaces of unit; max 5) through its next action.【Panic】Converts bonuses on target into penalties through its next action.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Peppy Bow,8,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-5 on foe during combat and foe cannot make a follow-up attack.",200,No
,Peppy Bow+,12,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Def-5 on foe during combat and foe cannot make a follow-up attack.",300,No
,Persecution Bow,14,2,"Effective against flying foes. Grants Atk+3. At start of combat, if【Penalty】is active on unit or if unit's HP < 100%, grants Atk/Spd+5 during combat, and if unit initiates combat, unit can make a follow-up attack before foe can counterattack.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",400,Yes
,Plegian Bow,8,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",200,No
,Plegian Bow+,12,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts penalty on foe's Atk/Def during combat = 5 + any current penalty on each of those stats. (Example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat.) Calculates each stat penalty independently.",300,No
,Protection Bow,8,2,"Effective against flying foes. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",200,No
,Protection Bow+,12,2,"Effective against flying foes. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",300,No
,Quick Mulagir,14,2,"Effective against flying foes. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd ≥ foe's Spd+5, foe cannot counterattack.",400,Yes
,Rampart Bow,14,2,"Accelerates Special trigger (cooldown count-1).Effective against flying foes.At start of turn, if unit's HP ≥ 25%, inflicts Spd/Def-7,【Exposure】, and【Deep Wounds】on closest foes and foes within 2 spaces of those foes through their next actions.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), neutralizes unit's penalties, deals +X damage (X = number of foes within 3 spaces of target, including target, × 8; max 32; excluding area-of-effect Specials), and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Exposure】Foe's attacks deal +10 damage.【Deep Wounds】Unit's HP cannot be healed through its next action.",400,Yes
,Randgríðr,14,2,"Effective against flying and armored foes. Grants Atk+3. If foe's HP = 100% at start of combat, neutralizes penalties on unit and inflicts Atk/Def-6 on foe during combat.",400,Yes
,Rapid-Crier Bow,14,2,"Effective against flying foes. Grants Spd+3. At start of turn, grants Atk/Spd+6 to ally with the highest Atk+Spd total for 1 turn. (Excludes unit.) If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 during combat and grants bonus to unit's Atk during combat = total Atk+Spd bonuses on ally with the highest total Atk+Spd bonuses within 3 spaces.",400,Yes
,Rebecca's Bow,14,2,Accelerates Special trigger (cooldown count-1). Effective against flying foes.,400,Yes
,Refreshing Bolt,8,2,"Effective against flying foes.At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit.",200,No
,Refreshing Bolt+,12,2,"Effective against flying foes.At start of combat, if unit's HP = 100%, grants Atk/Spd/Def/Res+2, but after combat, if unit attacked, deals 2 damage to unit.",300,No
,Rein Bow,8,2,Effective against flying foes. Inflicts Spd/Def-5 on foes within 2 spaces during combat.,200,No
,Rein Bow+,12,2,Effective against flying foes. Inflicts Spd/Def-5 on foes within 2 spaces during combat.,300,No
,Reindeer Bow,8,2,"Effective against flying foes. If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",200,No
,Reindeer Bow+,12,2,"Effective against flying foes. If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",300,No
,Renowned Bow,9,2,"Effective against flying foes. Inflicts Spd-5. If unit initiates combat, unit attacks twice.",400,Yes
,Rose-Quartz Bow,14,2,"Effective against flying foes. Grants Atk+3. If unit initiates combat or if unit is within 2 spaces of an ally, deals damage = 20% of unit's Spd and grants Atk/Spd+6 to unit during combat.",400,Yes
,Sacaen-Wolf Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 and reduces damage from foe's first attack by 30% during combat.",400,Yes
,Sandglass Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. At the start of turn 1, grants Special cooldown count-2. At start of turn, if unit is within 2 spaces of an ally, grants the following to unit and infantry and armored allies within 2 spaces: ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and ""unit can move 1 extra space (does not stack)"" for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat and deals damage = 15% of unit's Atk (including when dealing damage with a Special triggered before combat), and also, when Special triggers, deals damage = X% of unit's Spd (X = unit's max Special cooldown count value × 10, + 10).",400,Yes
,Sentinel Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes.If unit initiates combat or foe's Range = 2, foe cannot trigger Specials during combat or area-of-effect Specials (excluding Røkkr area-of-effect Specials).If unit initiates combat or foe's Range = 2, grants bonus to unit's Atk/Spd/Def/Res = 5 + 15% of unit's Spd at start of combat, reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from foe's first attack by 70% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills). Resets at end of combat.",400,Yes
,Setsuna's Yumi,14,2,"Effective against flying foes. If foe uses bow, dagger, magic, or staff, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Shining Bow,8,2,"Effective against flying foes. If foe's Def ≥ foe's Res+5, deals +7 damage.",200,No
,Shining Bow+,12,2,"Effective against flying foes. If foe's Def ≥ foe's Res+5, deals +7 damage.",300,No
,Short Bow,8,2,Effective against flying foes. Deals +10 damage when Special triggers.,200,No
,Short Bow+,12,2,Effective against flying foes. Deals +10 damage when Special triggers.,300,No
,Silver Bow,9,2,Effective against flying foes.,200,No
,Silver Bow+,13,2,Effective against flying foes.,300,No
,Skadi,14,2,"Effective against flying foes.Grants Spd+3. At the start of turn 3, deals 10 damage to foes within 3 columns centered on unit, and converts bonuses on those foes into penalties through their next actions.",400,Yes
,Slaying Bow,8,2,Accelerates Special trigger (cooldown count-1).Effective against flying foes.,200,No
,Slaying Bow+,12,2,Accelerates Special trigger (cooldown count-1).Effective against flying foes.,300,No
,Snaking Bow,8,2,"Effective against flying foes.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, and deals damage = 10% of unit's Atk during combat (excluding area-of-effect Specials), and also, when unit's Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding area-of-effect Specials).",200,No
,Snaking Bow+,12,2,"Effective against flying foes.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit, and deals damage = 10% of unit's Atk during combat (excluding area-of-effect Specials), and also, when unit's Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding area-of-effect Specials).",300,No
,Snide Bow,14,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat and unit deals +7 damage.",400,Yes
,Sniper's Bow,14,2,"Effective against flying foes. After combat, if unit attacked, deals 7 damage to target and foes within 2 spaces of target, and inflicts Atk/Spd-7 on them through their next actions.",400,Yes
,Spendthrift Bow,8,2,"Effective against flying foes. Grants Atk+7 to unit and inflicts Atk-7 on foe during combat. After combat, if unit attacked, inflicts Special cooldown count+2 on unit. (Cannot exceed the unit's maximum Special cooldown.)",200,No
,Spendthrift Bow+,12,2,"Effective against flying foes. Grants Atk+7 to unit and inflicts Atk-7 on foe during combat. After combat, if unit attacked, inflicts Special cooldown count+2 on unit. (Cannot exceed the unit's maximum Special cooldown.)",300,No
,Springy Bow,8,2,"Effective against flying foes. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",200,No
,Springy Bow+,12,2,"Effective against flying foes. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit and neutralizes unit's penalties to Atk/Spd during combat.",300,No
,Spy-Song Bow,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. If foe's Def ≥ foe's Res+5, deals +7 damage.",400,Yes
,Stall-Game Bow,8,2,"Effective against flying foes.At start of turn, if unit's HP ≥ 25%, grants Atk+6 and ""if unit initiates combat, unit makes a guaranteed follow-up attack"" to unit for 1 turn.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat and deals +X damage (X = number of【Bonus】 effects active on unit and foe, excluding stat bonuses, × 5; max 25; excluding area-of-effect Specials).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
,Stall-Game Bow+,12,2,"Effective against flying foes.At start of turn, if unit's HP ≥ 25%, grants Atk+6 and ""if unit initiates combat, unit makes a guaranteed follow-up attack"" to unit for 1 turn.At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat and deals +X damage (X = number of【Bonus】 effects active on unit and foe, excluding stat bonuses, × 5; max 25; excluding area-of-effect Specials).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Steel Bow,6,2,Effective against flying foes.,100,No
,Sunflower Bow,8,2,"Effective against flying foes. At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has Def bonus, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus independently.",200,No
,Sunflower Bow+,12,2,"Effective against flying foes. At start of combat, if foe's HP ≥ 75%, grants Def+5 to unit and inflicts Def-5 on foe during combat, and also, if foe has Def bonus, grants bonus to unit's Def and inflicts penalty on foe's Def during combat = current bonus on foe's Def. Calculates each stat bonus independently.",300,No
,Survivalist Bow,14,2,"Accelerates Special trigger (cooldown count-1).Effective against flying foes. If unit is not adjacent to an ally, grants Atk/Spd+6 during combat, and also, if foe's HP ≥ 80% at start of combat, foe cannot counterattack.",400,Yes
,Swift Mulagir,14,2,"Effective against flying foes.Grants Res+3. If the number of allies within 2 spaces (excluding unit) > the number of foes within 2 spaces (excluding target), grants Atk/Spd+5 during combat.",400,Yes
,Tannenbow,8,2,"Effective against flying foes. If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",200,No
,Tannenbow+,12,2,"Effective against flying foes. If unit is within 2 spaces of an ally, grants Atk/Def+5 and bonus to Atk/Def during combat = current penalty on each of those stats × 2. (Example: if unit has -7 penalty to Atk, grants Atk+19, for a net bonus of Atk+12.) Calculates each stat bonus independently.",300,No
,Tanngrisnir,14,2,"Effective against flying foes. Grants Spd+3. If a bonus granted by a skill like Rally or Hone and/or 1 extra space of movement granted by a skill like Armor March or Armored Boots is active, grants Atk/Spd/Def/Res+3 and Special cooldown charge +1 per unit's attack during combat. (Only highest value applied. Does not stack.)",400,Yes
,The Inexhaustible,8,2,"Enables【Canto (Dist.; Max ３)】.Accelerates Special trigger (cooldown count-1).Effective against flying foes.Unit attacks twice (even if foe initiates combat, unit attacks twice).If unit initiates combat or【Bonus】is active on unit, grants Atk/Spd/Def/Res+5 to unit, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).【Canto (Dist.; Max ３)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position unit moved prior to taking action (max ３).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Thögn,14,2,"Effective against flying foes.Grants Spd+3. If unit initiates combat and foe uses sword, lance, axe, dragonstone, or beast damage, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,True-Bond Bow,14,2,"Accelerates Special trigger (cooldown count-1).Effective against flying foes.Unit can move to a space within 2 spaces of any ally within 2 spaces.At start of turn, if unit is within 2 spaces of an ally, for unit and allies within 2 spaces of unit, grants Atk/Spd【Great Talent】+2, and also, if Special cooldown count is at its maximum value, grants Special cooldown count-2; if Special cooldown count is at its maximum value - 1, grants Special cooldown count-1.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = total value of Atk and Spd【Great Talent】× 2; max 30; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.(This skill grants max of【Great Talent】+10.)【Great Talent】Adds value of Great Talent (+X) to specified stats (until end of battle; max value of X is determined by the stat reaching the limit of 99, each stat calculated separately and cannot exceed max value for each skill; stat increases are not treated as Bonus effects).",400,Yes
,Unbound Bow,8,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts Spd/Def-5 on foe and neutralizes foe's bonuses to Spd/Def (from skills like Fortify, Rally, etc.) during combat.",200,No
,Unbound Bow+,12,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts Spd/Def-5 on foe and neutralizes foe's bonuses to Spd/Def (from skills like Fortify, Rally, etc.) during combat.",300,No
,Violdrake Bow,14,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 to unit during combat, deals damage = 10% of unit's Spd (including when dealing damage with a Special triggered before combat), and calculates damage using the lower of foe's Def or Res.",400,Yes
,Volunteer Bow,14,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 during combat, and also, if foe's Range = 2, inflicts Atk/Spd-5 on foe and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",400,Yes
,Vulture Bow,8,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts Atk/Def-X on foe during combat (X = 5 + any current penalty on each of those stats; example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat; calculates each stat penalty independently).",200,No
,Vulture Bow+,12,2,"Effective against flying foes. If unit is not adjacent to an ally, inflicts Atk/Def-X on foe during combat (X = 5 + any current penalty on each of those stats; example: if foe has -7 penalty to Atk, inflicts Atk-12, for a net penalty of Atk-19 during combat; calculates each stat penalty independently).",300,No
,Warrior Princess,14,2,Effective against flying and armored foes. Grants Spd+3. Grants Atk+3 to allies within 2 spaces during combat.,400,Yes
,Whitecap Bow,8,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit initiates combat and unit's Spd ≥ foe's Spd+10, unit attacks twice.",200,No
,Whitecap Bow+,12,2,"Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit initiates combat and unit's Spd ≥ foe's Spd+10, unit attacks twice.",300,No
,Whitewind Bow,8,2,"Effective against flying foes. At start of turn, if unit's HP ≥ 25%, grants【Null Follow-Up】 and【Null Panic】to unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+X to unit during combat (X = number of【Bonus】effects active on unit and 【Penalty】effects active on foe, excluding stat bonuses and stat penalties, × 2, + 5).【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
