Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Gurgurant,16,1,"Neutralizes ""effective against flying"" bonuses. Grants Def+3. Inflicts Atk/Def-5 on foes within 2 spaces during combat.",400,Yes
,Hallowed Tyrfing,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+5 to unit during combat, unit makes a guaranteed follow-up attack, and also, if unit initiates combat or if foe's range = 2, reduces damage from foe's first attack by 40%.",400,Yes
,Hana's Katana,16,1,Effective against armored foes.,400,Yes
,Heart's Blade,10,1,"If unit is adjacent to an ally, grants Atk/Spd/Def/Res+3 during combat.",200,No
,Heart's Blade+,14,1,"If unit is adjacent to an ally, grants Atk/Spd/Def/Res+3 during combat.",300,No
,Hero-King Sword,16,1,"Accelerates Special trigger (cooldown count-1). Effective against dragon foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+X to unit (X = 20% of unit's Spd at start of combat, + 5), reduces damage from foe's first attack by 40% (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50%, and unit can make a follow-up attack before foe's next attack during combat.",400,Yes
,Hexblade Sword,10,1,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and 【Hexblade】to unit for 1 turn.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = 10% of unit's Atk (excluding area-of-effect Specials).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",200,No
,Hexblade Sword+,14,1,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and 【Hexblade】to unit for 1 turn.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = 10% of unit's Atk (excluding area-of-effect Specials).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",300,No
,Hikami,16,1,"Grants Spd+3. At start of turn, inflicts Atk/Spd/Def/Res-4 on nearest foes within 4 spaces through their next actions.",400,Yes
,Hinata's Katana,16,1,"If foe initiates combat, grants Atk/Def+4 during combat.",400,Yes
,Holy Yule Blade,16,1,"Accelerates Special trigger (cooldown count-1). Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Atk/Def/Res+5 to unit, grants bonus to unit's Atk/Def/Res = 20% of unit's Res at start of combat, and neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat. At start of combat, if unit's HP ≥ 25%, foe's attack can trigger foe's Special, and unit's Res ≥ foe's Res+5, inflicts Special cooldown count+X on foe before foe's first attack (X = number of spaces from start position to end position of whoever initiated combat, max 3; if unit triggers Savior, value is treated as 3; cannot exceed the foe's maximum Special cooldown). At start of combat, if unit's HP ≥ 25% and foe's Range = 2, neutralizes effects that prevent unit's counterattacks during combat.",400,Yes
,Holytide Tyrfing,16,1,"Enables【Canto (２)】.Accelerates Special trigger (cooldown count-1).If unit or foe initiates combat after moving to a different space, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = X × 10% of foe's Def (X = number of spaces from start position to end position of whoever initiated combat, max 4; excluding area-of-effect Specials), and also, if unit's HP ≥ 25% at start of combat, unit’s HP > 1, and foe would reduce unit’s HP to 0, unit survives with 1 HP. (Once per combat. Does not stack with non-Special effects that allow unit to survive with 1 HP if foe's attack would reduce HP to 0.)【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Ice-Bound Brand,16,1,"Accelerates Special trigger (cooldown count-1). If foe uses bow, dagger, magic, or staff, neutralizes effects that prevent unit's counterattacks during combat. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, inflicts penalty on foe's Atk/Spd = 20% of unit's Spd at start of combat, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and reduces damage dealt to unit by 5 when foe's attack triggers unit's Special (excluding Miracle) during combat.",400,Yes
,Ilian Frost Blade,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit is within 2 spaces of an ally, grants【Triangle Attack】and【Canto (１)】 to unit and allies within 2 spaces of unit for 1 turn.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of times Dragonflowers have been used on unit × 2 (max 15), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), reduces damage from foe's first attack by 7 (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).【Triangle Attack】If unit initiates combat and 2 or more allies (excluding unit) with Triangle Attack are within 2 spaces of unit, unit attacks twice. (That turn only. Does not stack.)【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Instant Sword,10,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",200,No
,Instant Sword+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",300,No
,Iron Sword,6,1,,50,No
,Jubilant Blade,16,1,Effective against armored foes.,400,Yes
,Kadomatsu,10,1,Grants Def/Res+2 to allies within 2 spaces during combat.,200,No
,Kadomatsu+,14,1,Grants Def/Res+2 to allies within 2 spaces during combat.,300,No
,Killing Edge,7,1,Accelerates Special trigger (cooldown count-1).,200,No
,Killing Edge+,11,1,Accelerates Special trigger (cooldown count-1).,300,No
,Ladyblade,11,1,"Enables【Canto (２)】.Inflicts Spd-5. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.) Calculates damage using the lower of foe's Def or Res.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Laevatein,16,1,Grants Atk+3. Grants bonus to unit’s Atk = total bonuses on unit during combat.,400,Yes
,Laid-Back Blade,16,1,"Effective against cavalry foes. At start of combat, if unit's HP ≥ 50%, grants Atk/Spd/Def/Res+3 during combat.",400,Yes
,Lands Sword,16,1,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, neutralizes effects that prevent unit's follow-up attacks, disables non-Special effects that ""reduce damage by X%"" (excluding those inflicted on unit's area-of-effect Specials), prevents foe's Specials that are triggered by unit's attack, and restores 7 HP to unit after combat.",400,Yes
,Larcei's Edge,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's Spd > foe's Spd or if foe's HP = 100%, grants Atk/Spd/Def/Res+4 to unit and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.) during combat.",400,Yes
,Laslow's Blade,16,1,"If a movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants Atk/Spd/Def/Res+4 to target or targeting ally and allies within 2 spaces of unit and target or targeting ally for 1 turn after movement. (Excludes unit.)",400,Yes
,Libération,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, grants【Charge】to unit and support partners within 3 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and inflicts Spd/Def-X on foe during combat (X = number of distinct game titles among allies within 3 spaces of unit × 4, + 4; max 12), and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4; max 40%).【Charge】Unit can move up to 3 spaces in any cardinal direction. (Cannot move through foes, terrain that blocks movement, or effects of skills like Obstruct. Granted movement treated as Warp movement.)",400,Yes
,Light Brand,16,1,"Grants Def+3. If foe's Def ≥ foe's Res+5, deals +7 damage.",400,Yes
,Lion's Heart,16,1,"Enables【Canto (Rem. +1; Min ２)】.Accelerates Special trigger (cooldown count-1).After Canto, if unit entered combat on the current turn, grants another action to unit, and re-enables Canto (once per turn; does not trigger when affected by effects of traps in Aether Raids during Canto).At start of turn, if unit is within 2 spaces of an ally, grants ""unit can move 1 extra space"" to unit (that turn only; does not stack), and grants the following statuses on unit and allies within 2 spaces of unit for 1 turn: ""neutralizes penalties on unit during combat"" and ""Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).""If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat + 5, unit deals +X × 5 damage (X = number of Bonus effects active on unit, excluding stat bonuses + number of Penalty effects active on foe, excluding stat penalties; max 5; excluding area-of-effect Specials), and reduces damage from foe's first attack by X × 3 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, reduces damage by an additional X × 3 when foe's attack triggers foe's Special (excluding area-of-effect Specials), and restores 7 HP to unit after combat.【Canto (Rem. +1; Min ２)】After an attack, Assist skill, or structure destruction, unit can move spaces = any movement not already used that turn +1 (min ２; if unit used a movement skill that warped them, unit can move ２ space(s)). (Once per turn. Only highest value applied. Does not stack.)",400,Yes
,Lioness Blade,16,1,"Accelerates Special trigger (cooldown count-1).At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 during combat, and if Special triggers (excluding area-of-effect Specials), disables non-Special skills that ""reduce damage by X%.""At start of combat, if unit's HP ≥ 25% and if foe's HP ≥ 75%, grants Special cooldown charge +1 per attack during combat. (Only highest value applied. Does not stack.)",400,Yes
File:Weapon Lone-Wolf Blade.png,Lone-Wolf Blade,16,1,"Accelerates Special trigger (cooldown count-1). If unit's HP ≥ 25% at start of turn, grants the following effect to unit at start of turn, or if unit's HP ≥ 25% at start of combat, grants the following effect to unit after combat: if unit's Special cooldown count is at its maximum value, grants Special cooldown count-2 to unit; if unit's Special cooldown count is at its maximum value - 1, grants Special cooldown count-1 to unit. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by 30%, and also, if unit is not adjacent to an ally, inflicts Atk/Spd/Def-5 on foe during combat.",400,Yes
,Lyngheiðr,16,1,"Grants Spd+3. Enables【Canto (３)】during turns 1 through 4. If unit initiates combat, grants Atk/Spd+6 during combat and reduces damage from foe's first attack by 30%.【Canto (3)】After an attack, Assist skill, or structure destruction, unit can move ３ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Mareeta's Sword,16,1,"Accelerates Special trigger (cooldown count-1). If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+4 and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",400,Yes
,Meisterschwert,11,1,"Inflicts Spd-5. Unit attacks twice.(Even if foe initiates combat, unit attacks twice.)",400,Yes
,Melee Bouquet,10,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",200,No
,Melee Bouquet+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",300,No
,Mercurius,16,1,"Grants Atk+3. At start of turn, if unit's HP ≥ 50%, grants Atk/Spd/Def/Res+4 to unit and sword, lance, axe, bow, dagger, or beast allies within 2 spaces for 1 turn. (Bonus granted to unit even if no allies are within 2 spaces.)",400,Yes
,Mirage Falchion,16,1,"Effective against dragon foes. Grants Def+3. If unit initiates combat, grants bonus to unit's Atk/Def during combat = 3 + number of allies who have already acted × 2 (max value of 7). If foe initiates combat, grants bonus to unit's Atk/Def during combat = 7 - number of foes who have already acted × 2 (min value of 3).",400,Yes
,Missiletainn,16,1,Accelerates Special trigger (cooldown count-1). Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.),400,Yes
,Monarch Blade,16,1,"Grants Spd+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), unit deals damage = 15% of unit's Spd (excluding area-of-effect Specials), and also, if unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Mystletainn,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Nameless Blade,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,New Levin Sword,16,1,"Accelerates Special trigger (cooldown count-2; max cooldown count value cannot be reduced below 1).Unit can counterattack regardless of foe's range. Calculates damage using the lower of foe's Def or Res.At start of combat, if foe's HP ≥ 75% or if number of allies adjacent to unit ≤ 1, grants Atk/Spd/Def/Res+5 to unit, grants bonus to unit's Atk/Spd/Def/Res = 15% of unit's Spd at start of combat, neutralizes effects that inflict ""Special cooldown charge -X"" on unit, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).",400,Yes
,Ninja Katana,6,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",200,No
,Ninja Katana+,9,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",300,No
,Níu,16,1,Grants Spd+3. Adds 50% of total bonuses on foe to unit's Atk/Spd/Def/Res during combat.,400,Yes
,Null Blade,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",200,No
,Null Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",300,No
,Panther Sword,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",400,Yes
,Petal Parasol,10,1,"If【Penalty】is active on foe, grants Atk/Spd+5 during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",200,No
,Petal Parasol+,14,1,"If【Penalty】is active on foe, grants Atk/Spd+5 during combat.【Penalty】All effects that last ""on foe through its next action."" Includes penalties inflicted by a skill like Panic or Threaten and negative status effects (preventing counterattacks, restricting movement, or the effects of a skill like Triangle Adept or Guard).",300,No
,Petalfall Blade,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",200,No
,Petalfall Blade+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage (excluding when dealing damage with an area-of-effect Special).",300,No
,Pledged Blade,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
,Pledged Blade+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Protection Edge,10,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",200,No
,Protection Edge+,14,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Queensblade,16,1,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 during combat, deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from attacks during combat by 30% (excluding area-of-effect Specials). Unit and target cannot trigger Specials during combat or area-of-effect Specials (excluding Røkkr area-of-effect Specials). Disables the following effects for both unit and target during combat: defensive terrain effects, support effects, guaranteed follow-ups, effects that prevent follow-ups, effects that prevent counterattacks, and effects that change attack priority (Vantage, Desperation, etc.). Disables skills of all other foes and allies during combat, excluding unit and target.",400,Yes
,Ragnell·Alondite,10,1,Unit can counterattack regardless of foe's range. Inflicts Spd-5. Unit attacks twice (even if foe initiates combat).,400,Yes
,Ragnell,16,1,Unit can counterattack regardless of foe's range.,400,Yes
,Raijinto,16,1,Unit can counterattack regardless of foe's range.,400,Yes
,Rapier,16,1,"Effective against armored and cavalry foes. Grants Spd+3. If unit’s HP ≤ 75% and foe initiates combat, unit can counterattack before foe's first attack.",400,Yes
,Regal Blade,16,1,"At start of combat, if foe’s HP = 100%, grants Atk/Spd+2 during combat.",400,Yes
,Regal Sunshade,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk+6 to unit and inflicts Atk-6 on foe during combat, reduces damage from foe's first attack during combat by 40%, and also, if there are X or more foes within 3 columns or 3 rows centered on unit, unit attacks twice. (X = 1 when there are ≤ 2 foes on the enemy team, X = 2 when there are 3-5 foes, and X = 3 when there are ≥ 6 foes.)",400,Yes
,Rein Sword,10,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,200,No
,Rein Sword+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,300,No
,Resolute Blade,16,1,Grants Atk+3. Deals +10 damage when Special triggers.,400,Yes
,Reversal Blade,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2 (calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7).",200,No
,Reversal Blade+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2 (calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7).",300,No
,Rowdy Sword,11,1,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",400,Yes
,Royal Sword,16,1,"Grants Spd+3. If unit is within 2 spaces of an ally, grants unit Special cooldown charge +1 per unit's attack. (Only highest value applied. Does not stack.)",400,Yes
,Ruby Sword,8,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",200,No
,Ruby Sword+,12,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",300,No
,Safeguard,10,1,"If foe initiates combat, grants Def+7 during combat.",200,No
,Safeguard+,14,1,"If foe initiates combat, grants Def+7 during combat.",300,No
,Sandfort Spade,10,1,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.",200,No
,Sandfort Spade+,14,1,"If a bonus granted by a skill like Rally or Hone is active on unit, grants Atk/Def+4 during combat.",300,No
,Scarlet Sword,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Sealed Falchion,16,1,"Effective against dragon foes.At start of combat, if unit's HP < 100%, grants Atk/Spd/Def/Res+5 during combat.",400,Yes
,Selena's Blade,16,1,"Effective against armored foes. At start of combat, if foe's Atk ≥ unit's Atk+3, grants Atk/Spd/Def/Res+3 during combat.",400,Yes
,Shadow Sword,16,1,"Accelerates Special trigger (cooldown count-1). If unit's HP ≥ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,Shamshir,16,1,Accelerates Special trigger (cooldown count-1). Deals +7 damage when Special triggers.,400,Yes
,Sharp War Sword,16,1,"Accelerates Special trigger (cooldown count-1). If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +10. At start of turn, if unit is within 2 spaces of an ally, grants【Null Follow-Up】and【Dodge】to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit during combat.【Null Follow-Up】If unit's Spd > foe's Spd during combat, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks for 1 turn.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Siegfried,16,1,Unit can counterattack regardless of foe's range.,400,Yes
,Sieglinde,16,1,"At start of turn, grants Atk+3 to adjacent allies for 1 turn.",400,Yes
,Silver Sword,11,1,,200,No
,Silver Sword+,15,1,,300,No
,Silverbrand,16,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",400,Yes
,Skuld,16,1,"If Sing or Dance is used, grants Atk/Spd/Def/Res+3 to target.",400,Yes
,Slaying Edge,10,1,Accelerates Special trigger (cooldown count-1).,200,No
,Slaying Edge+,14,1,Accelerates Special trigger (cooldown count-1).,300,No
,Snaking Sword,16,1,"Accelerates Special trigger (cooldown count-1).Allies within 2 spaces of unit can move to any space within 2 spaces of unit.If unit has entered combat or used an Assist skill during the current turn, allies can move to a space within 2 spaces of unit.If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = number of allies within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), deals damage = 20% of unit's Spd (excluding area-of-effect Specials), and reduces damage from foe's first attack by 20% of unit's Spd during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",400,Yes
,Sökkvabekkr,16,1,"If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+4 during combat, and unit makes a guaranteed follow-up attack, but after combat, if unit attacked, deals 20 damage to nearest ally.",400,Yes
,Sol Katti,16,1,"If unit's HP ≤ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
,Soleil's Shine,16,1,Unit and foe cannot counterattack.,400,Yes
,Solitary Blade,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Spendy Scimitar,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants bonus to Atk/Spd/Def/Res during combat based on the number of times unit has been enhanced using Dragonflowers (one or more times grants +6, zero times grants +4), and also, if unit has been enhanced using Dragonflowers two or more times, neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit during combat.",400,Yes
,Spirited Sword,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
,Spirited Sword+,14,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",300,No
,Stalwart Sword,16,1,"If foe initiates combat, inflicts Atk-6 on foe during combat.",400,Yes
,Steadfast Sword,10,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",200,No
,Steadfast Sword+,14,1,"If unit is within 2 spaces of an ally, grants Atk/Def+5 to unit and neutralizes unit's penalties to Atk/Def during combat.",300,No
,Steel Sword,8,1,,100,No
,Storm Sieglinde,16,1,"Grants Atk+3. If the number of foes within 2 spaces (excluding target) ≥ the number of allies within 2 spaces (excluding unit), grants Def/Res+3 and Special cooldown charge +1 per unit's attack during combat.(Only highest value applied. Does not stack.)",400,Yes
,Striving Sword,16,1,"Accelerates Special trigger (cooldown count-1). If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+X to unit during combat (X = 25% of foe's Atk at start of combat, - 4; max 14; min 5) and inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and also, when unit's attack triggers unit's Special, neutralizes ""reduces damage by X%"" effects from foe's non-Special skills (excluding area-of-effect Specials). If unit is within 3 spaces of an ally and foe's attack triggers unit's Special, unit's next attack neutralizes ""reduces damage by X%"" effects from foe's non-Special skills (resets at end of combat). If unit is within 3 spaces of an ally and Special triggers before or during combat, grants Special cooldown count-2 after combat.",400,Yes
,Sturdy War Sword,16,1,"Grants Atk+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat, and if unit's attack can trigger their Special, the following effects will occur based on the number of allies within 4 spaces of unit: If ≥ 1, before unit's first attack, grants Special cooldown count-X (X = 50% of unit's max Special cooldown count value, rounded down) to unit. If ≥ 2, reduces damage from foe's first attack by X% (X = unit's max Special cooldown count value × 10). If ≥ 3, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks.",400,Yes
,Suave Blade,16,1,"Accelerates Special trigger (cooldown count-1).If a Rally or movement Assist skill (like Reposition, Shove, Pivot, etc.) is used by unit or targets unit, grants ""reduces the percentage of foe's non-Special 'reduce damage by X%' skills by 50% during combat (excluding area-of-effect Specials)"" and 【Bonus Doubler】to unit and target ally or unit and targeting ally for 1 turn.If a Rally or movement Assist skill is used by unit, grants another action to unit (once per turn).If unit initiates combat or is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of allies within 3 rows or 3 columns centered on unit × 3 (max 14), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from foe's first attack by number of 【Bonus】effects active on unit, excluding stat bonuses, × 3 during combat (max 15; excluding area-of-effect Specials; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Bonus Doubler】Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. Calculates each stat bonus independently.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
