Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Hreiðmarr,16,1,"Grants Def+3. Enables【Canto (３)】during turns 1 through 4. If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+5 during combat, inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack), and after combat, if unit attacked, inflicts【Guard】on target and foes within 2 spaces of target.【Canto (３)】After an attack, Assist skill, or structure destruction, unit can move ３ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",400,Yes
,Hrímfaxi,16,1,"Grants Spd+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 and bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit's stats for 1 turn. (Example: if unit has +7 bonus to Atk, grants Atk+12, for a net bonus of Atk+19.) Calculates each stat bonus independently.Effect:【Pathfinder】【Pathfinder】When an ally moves through unit's space, that space is counted as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",400,Yes
,Hyperion Lance,16,1,"Effective against cavalry foes. If foe initiates combat or foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+4 to unit, inflicts Atk/Spd/Def-X on foe (X = 10% of unit's Def at start of combat), and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",400,Yes
,Ice-Crystal Spear,16,1,"Accelerates Special trigger (cooldown count-1).If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of allies within 3 spaces of unit × 3 (max 14), reduces damage from foe's attacks by 20% of unit's Spd (excluding area-of-effect Specials), neutralizes penalties on unit, and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also, when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt). If foe with Range = 2 initiates combat, neutralizes effects that prevent unit's counterattacks during combat.",400,Yes
,Icy Maltet,16,1,"At start of turn, if unit has been enhanced using Dragonflowers ten or more times, grants Atk/Def+6 for 1 turn. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants bonus to Atk/Spd/Def/Res during combat based on the number of times unit has been enhanced using Dragonflowers (one or more times grants +5, max; zero times grants +4), and also, if unit has been enhanced using Dragonflowers five or more times, inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",400,Yes
,Ilian Merc Lance,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if number of allies adjacent to unit ≤ 2, grants【Dodge】and ""neutralizes foe's bonuses during combat"" to unit and support partners within 2 spaces of unit for 1 turn. If number of allies adjacent to unit ≤ 1, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = 15% of foe's Atk, including when dealing damage with a Special triggered before combat.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",400,Yes
,Inseverable Spear,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit is within 2 spaces of an ally, grants the following effects to unit and allies within 2 spaces of unit for 1 turn: ""unit can move to a space adjacent to an ally within 2 spaces"" and【Dual Strike】.  If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 and Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)【Dual Strike】If unit initiates combat and is adjacent to an ally with Dual Strike (excluding unit), unit attacks twice. (That turn only. Does not stack.)",400,Yes
,Inspirited Spear,16,1,"Accelerates Special trigger (cooldown count-1). At start of turn, if any foe is within 3 rows or 3 columns centered on unit, grants Spd/Def+6 to unit and allies within 2 spaces of unit for 1 turn. At start of enemy phase, for foes within 3 rows or 3 columns centered on unit, inflicts 【Guard】on foe, and also, if foe's attack can trigger foe's Special, foe's Special cooldown count ≤ 1, and foe's Def < unit's Def, inflicts Special cooldown count+1 on foe (cannot exceed foe's maximum Special cooldown). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and inflicts Atk/Spd/Def-X on foe during combat (X = 15% of unit's Def at start of combat), deals damage = 40% of unit's Def when Special triggers (excluding area-of-effect Specials), and restores 7 HP to unit after combat.【Guard】Inflicts Special cooldown charge -1 on target per attack during combat through its next action. (Only highest value applied. Does not stack.)",400,Yes
,Instant Lance,10,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",200,No
,Instant Lance+,14,1,"If unit initiates combat, grants Atk/Def+4 during combat and foe cannot make a follow-up attack.",300,No
,Iron Hreiðmarr,16,1,"Grants Atk+3.Enables【Canto (Dist. +2; Max ５)】during turns 1 through 4.For foes within 3 rows or 3 columns centered on unit, inflicts Atk/Spd/Def-5, inflicts Special cooldown charge -1 on foe per attack (only highest value applied; does not stack), and those foes suffer guaranteed follow-up attacks during combat.At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3 (max 9), deals damage = 15% of unit's Atk (excluding area-of-effect Specials), and grants Special cooldown count-X to unit before unit's first attack during combat (X = number of spaces from start position to end position of whoever initiated combat, max 3).【Canto (Dist. +2; Max ５)】After an attack, Assist skill, or structure destruction, unit can move spaces = number of spaces from start position to end position of unit before the above, +2. (Max ５.)(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Iron Lance,6,1,,50,No
,It's Curtains...,10,1,"At the start of turn 1, grants Special cooldown count-2.",200,No
,It's Curtains...+,14,1,"At the start of turn 1, grants Special cooldown count-2.",300,No
,Jehanna Lance,10,1,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7.At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Dodge】, and ""neutralizes penalties on unit during combat"" to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills). Resets at end of combat.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",200,No
,Jehanna Lance+,14,1,"If a skill compares unit's Spd to a foe's or ally's Spd, treats unit's Spd as if granted +7.At start of player phase or enemy phase, if unit is within 2 spaces of an ally, grants Atk/Spd+6,【Dodge】, and ""neutralizes penalties on unit during combat"" to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants Atk/Spd/Def/Res+5 to unit and reduces damage from foe's first attack by 7 during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and unit's next attack deals damage = total damage reduced from foe's first attack (by any source, including other skills). Resets at end of combat.【Dodge】If unit's Spd > foe's Spd, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%).",300,No
,Jolly Jade Lance,16,1,"Enables【Canto (Rem. +1)】.Grants Atk+3. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit during combat. If a Rally Assist is used by unit, grants Atk/Spd+6 to unit for 1 turn and grants unit another action. (Once per turn.)【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Killer Lance,7,1,Accelerates Special trigger (cooldown count-1).,200,No
,Killer Lance+,11,1,Accelerates Special trigger (cooldown count-1).,300,No
,Knightly Lance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Kriemhild,16,1,"If a bow, dagger, magic, or staff foe initiates combat and unit is within 2 spaces of an ally, unit can counterattack regardless of foe's range and foe cannot make a follow-up attack, but after combat, if unit attacked, deals 20 damage to nearest ally.",400,Yes
,Kumo Naginata,6,1,"Unit can move to a space adjacent to any ally within 2 spaces. If unit initiates combat, unit attacks twice. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+4 to unit during combat.",200,No
,Kumo Naginata+,9,1,"Unit can move to a space adjacent to any ally within 2 spaces. If unit initiates combat, unit attacks twice. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd/Def/Res+4 to unit during combat.",300,No
,Lance Breidablik,16,1,Grants Atk/Spd/Def/Res+4 to allies within 2 spaces during combat. Inflicts Atk/Spd/Def/Res-4 on foes within 2 spaces during combat.,400,Yes
,Lance of Frelia,16,1,"Accelerates Special trigger (cooldown count-1). Unit can move to a space within 2 spaces of an ally within 2 spaces. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat, and also, if unit initiates combat, grants Def/Res+10 during combat.",400,Yes
,Lance of Grado,16,1,"Accelerates Special trigger (cooldown count-1).At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6, ""Special cooldown charge +1 per attack during combat (only highest value applied; does not stack),"" and ""neutralizes foe's bonuses during combat"" to unit and allies within 2 spaces of unit for 1 turn.If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res = 5 + number of allies within 3 spaces of unit × 3 (max 14), neutralizes unit's penalties, and reduces damage from foe's first attack by 40% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and restores 7 HP to unit after combat.",400,Yes
,Lance of Heroics,16,1,"If an ally's HP ≤ 80%, unit can move to a space adjacent to that ally. At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res during combat = 4 + X (X = number of spaces from start position to end position of whoever initiated combat × 2; max 8).",400,Yes
,Leiptr,16,1,Unit can counterattack regardless of foe's range.,400,Yes
,Lofty Blossoms,10,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",200,No
,Lofty Blossoms+,14,1,"If unit initiates combat, grants Atk/Spd+4 during combat.",300,No
,Lordly Lance,16,1,Effective against armored foes.,400,Yes
,Loyal Greatlance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Loyalty Spear,10,1,"Grants Spd+4 and inflicts Def/Res-4 on unit. Unit attacks twice. (Even if foe initiates combat, unit attacks twice.)",400,Yes
,Lúin,16,1,"Accelerates Special trigger (cooldown count-1).If unit initiates combat or is within 2 spaces of an ally, grants Spd+6 during combat, deals damage = 20% of unit's Spd, and also, if unit's Spd ≥ foe’s Spd+5, foe cannot counterattack.",400,Yes
,Luncheon Lance,10,1,"If foe initiates combat, grants Atk/Def+4 during combat.",200,No
,Luncheon Lance+,14,1,"If foe initiates combat, grants Atk/Def+4 during combat.",300,No
,Maltet,16,1,"Accelerates Special trigger (cooldown count-1). If unit's HP ≥ 50% and foe initiates combat, unit makes a guaranteed follow-up attack.",400,Yes
,Masked Lance,16,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Def/Res during combat = 20% of unit's Res at start of combat.",400,Yes
,Mercenary Lance,16,1,"If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-5 on foe, neutralizes penalties on unit, reduces damage from foe's attacks by 20% of unit's Def (excluding area-of-effect Specials), and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack).",400,Yes
,Mirage Feather,16,1,"Effective against armored and cavalry foes. Grants Spd+3. If unit initiates combat after an ally has already acted, grants Atk/Spd+6 during combat and unit can make a follow-up attack before foe can counterattack.",400,Yes
,Moon Gradivus,16,1,Unit can counterattack regardless of foe's range. Grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.),400,Yes
,Nabata Lance,10,1,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and 【Hexblade】to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and deals damage = 10% of unit's Atk (excluding area-of-effect Specials).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",200,No
,Nabata Lance+,14,1,"At start of turn, if unit is within 2 spaces of an ally, grants ""unit cannot be slowed by terrain (does not apply to impassable terrain)"" and 【Hexblade】to unit for 1 turn. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and deals damage = 10% of unit's Atk (excluding area-of-effect Specials).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).",300,No
,Ninis's Ice Lance,16,1,"Effective against dragon and beast foes. Grants Spd+3. If unit initiates combat, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Ninja Naginata,6,1,"Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",200,No
,Ninja Naginata+,9,1,"Inflicts Def/Res-4. If unit initiates combat, unit attacks twice, and also, if unit's Spd > foe's Spd, deals damage = 50% of difference between stats. (Maximum bonus of +4 damage.)",300,No
,Ninja Yari,6,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",200,No
,Ninja Yari+,9,1,"Grants Spd+4. Inflicts Def/Res-4. If unit initiates combat, unit attacks twice.",300,No
,Noble Lance,16,1,"Grants Atk+3. At start of combat, if both unit's and foe's HP = 100% or if both unit's and foe's HP < 100%, unit makes a guaranteed follow-up attack.",400,Yes
,Null Spear,10,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage during combat (except when dealing damage with area-of-effect Specials).",200,No
,Null Spear+,14,1,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks and deals +5 damage during combat (except when dealing damage with area-of-effect Specials).",300,No
,Oboro's Spear,16,1,Effective against armored foes.,400,Yes
,Obsidian Lance,16,1,"Grants Def+3. If unit is not adjacent to an ally, inflicts Atk/Def-6 on foe during combat and unit makes a guaranteed follow-up attack.",400,Yes
,Panther Lance,16,1,"During combat, boosts unit's Atk/Def by number of allies within 2 spaces × 2. (Maximum bonus of +6 to each stat.)",400,Yes
,Penitent Lance,16,1,"Grants Def+3. At start of turn, if unit's HP ≥ 25%, grants【Hexblade】and【Null Panic】 to unit and allies within 3 spaces of unit. At start of combat, if unit's HP ≥ 25%, unit makes a guaranteed follow-up attack, inflicts penalty to foe's Atk/Def = number of【Bonus】effects active on unit, excluding stat bonuses, × 2, + 6 (max 12), and if number of【Bonus】effects active on unit excluding stat bonuses ≥ 3, reduces damage from foe's first attack by X% during combat (if foe can make a follow-up attack, X = 80; otherwise, X = 40; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).【Hexblade】Calculates damage using the lower of foe's Def or Res during combat for 1 turn (including damage dealt by Specials before combat).【Null Panic】If unit is inflicted with Panic (bonuses converted into penalties), neutralizes the ""converts bonuses on target into penalties"" effect for 1 turn. (Even though the effect is neutralized, the Panic status remains, and is treated as a Penalty status.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Peri's Lance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Piercing Tribute,10,1,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd+5 to unit and neutralizes effects that guarantee foe's follow-up attacks during combat.",200,No
,Piercing Tribute+,14,1,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd+5 to unit and neutralizes effects that guarantee foe's follow-up attacks during combat.",300,No
,Prince's Lance,16,1,"Enables【Canto (２)】.Accelerates Special trigger (cooldown count-1).If unit initiates combat or if unit is within 2 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res during combat = 25% of foe's Atk at start of combat - 4 (min 5; max 14), inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2 (example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7; calculates each stat penalty independently), and reduces damage from foe's attacks by 40% (excluding area-of-effect Specials), and also, if unit deals damage to foe using a Special during combat, restores a percentage of unit's max HP = 10 + unit's max Special cooldown count value × 20 (max 100%; triggers even if 0 damage is dealt).【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Prized Lance,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if foe’s HP = 100%, grants Atk/Spd/Def/Res+4 during combat and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",400,Yes
,Prodigy Polearm,16,1,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat, and also reduces foe's Atk/Def during combat by X% of unit's Spd at start of combat (X = 5 × number of unit's max HP and Atk/Spd/Def/Res stats that are no more than 5 higher than foe's corresponding stats at start of combat, +10).",400,Yes
,Protection Pike,10,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",200,No
,Protection Pike+,14,1,"If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit and inflicts Special cooldown charge -1 on foe per attack during combat (only highest value applied; does not stack).",300,No
,Proud Spear,16,1,"Enables【Canto (２)】.If unit initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+5 to unit, deals damage = 20% of unit's Def (excluding area-of-effect Specials), and unit makes a guaranteed follow-up attack during combat.【Canto (２)】After an attack, Assist skill, or structure destruction, unit can move ２ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Pure-Wing Spear,16,1,"Accelerates Special trigger (cooldown count-1). Effective against armored and cavalry foes. At start of turn, if unit is within 2 spaces of an ally, grants Atk/Spd+6 and the following status to unit and allies within 2 spaces for 1 turn: ""unit can move to a space adjacent to any ally within 2 spaces."" If unit is within 3 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res during combat = number of allies within 3 spaces of unit × 3, + 5 (max 14), reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% (excluding area-of-effect Specials), reduces damage from attacks by 30% (excluding area-of-effect Specials), and also, if unit deals damage to foe during combat, restores X HP to unit (if foe is armored or cavalry, X = 14; otherwise, X = 7; triggers even if 0 damage is dealt).",400,Yes
,Pursual Lance,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",200,No
,Pursual Lance+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Def+5 to unit during combat and unit makes a guaranteed follow-up attack.",300,No
,Queenslance,16,1,"If【Bonus】is active on unit, enables 【Canto (Rem. +1)】.Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+X to unit during combat (X = 5 + highest bonus on each stat between unit and unit's support partners; calculates each stat bonus independently), reduces damage from foe's first attack during combat by 40%, and also, if【Bonus】is active on unit, foe cannot make a follow-up attack.【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Canto (Rem. +1)】After an attack, Assist skill, or structure destruction, unit can move again.The distance of the movement is the remaining movement the unit had before the actions listed above+1 (If unit used a movement skill that warps them, the remainder is 0).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Reginleif,16,1,"Effective against armored and cavalry foes. Grants Atk+3. If unit’s Atk > foe’s Atk and/or 1 extra space of movement granted by another skill is active on unit, unit makes a guaranteed follow-up attack.",400,Yes
,Rein Lance,10,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,200,No
,Rein Lance+,14,1,Inflicts Spd/Def-5 on foes within 2 spaces during combat.,300,No
,Reprisal Lance,10,1,"If foe initiates combat, grants Atk+6 during combat.",200,No
,Reprisal Lance+,14,1,"If foe initiates combat, grants Atk+6 during combat.",300,No
,Revenger Lance,16,1,"Accelerates Special trigger (cooldown count-1). If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat, and also, if foe's HP ≥ 75% at start of combat, unit makes a guaranteed follow-up attack during combat.",400,Yes
,Reversal Lance,10,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2 (calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7).",200,No
,Reversal Lance+,14,1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit during combat and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2 (calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7).",300,No
,Rhomphaia,16,1,Effective against armored and cavalry foes.,400,Yes
,Ridersbane,10,1,Effective against cavalry foes.,200,No
,Ridersbane+,14,1,Effective against cavalry foes.,300,No
,Righteous Lance,16,1,"Accelerates Special trigger (cooldown count-1). Grants Atk/Def+4 to allies within 3 spaces during combat and restores 7 HP to those allies after their combat. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-X on foe during combat (X = number of allies within 3 spaces of unit × 4, + 6; max 14) and reduces damage from attacks by 30% (excluding area-of-effect Specials), and restores 7 HP to unit after combat. If foe initiates combat or foe's HP ≥ 75% at start of combat, when unit's Special triggers, neutralizes foe's ""reduces damage by X%"" effects from foe's non-Special skills (excluding when dealing damage with an area-of-effect Special).",400,Yes
,Sable Lance,16,1,"Accelerates Special trigger (cooldown count-1). If unit is not adjacent to an ally, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Sapphire Lance,8,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",200,No
,Sapphire Lance+,12,1,"If unit has weapon-triangle advantage, boosts Atk by 20%. If unit has weapon-triangle disadvantage, reduces Atk by 20%.",300,No
,Scarlet Spear,11,1,"Accelerates Special trigger (cooldown count-1). Unit attacks twice (even if foe initiates combat, unit attacks twice). At start of combat, if unit's HP ≥ 25%, grants Atk+X to unit and inflicts Atk-X on foe during combat (X = 25% of foe's Atk at start of combat, - 2; min 6; max 16), reduces damage from attacks by 30% during combat (excluding area-of-effect Specials), and restores 7 HP to unit after combat.",400,Yes
,Scythe of Sariel,16,1,"Accelerates Special trigger (cooldown count-1). If a bonus granted by a skill like Rally or Hone and/or 1 extra space of movement granted by a skill like Armor March or Armored Boots is active on foe, grants Atk/Spd/Def/Res+4 to unit during combat and foe cannot make a follow-up attack.",400,Yes
,Sea-Sear Lance,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP ≥ 75% at start of combat, inflicts Atk/Def-6 on foe during combat, and also, if foe can make a follow-up attack, reduces damage from foe's first attack during combat by 75%.",400,Yes
,Shanna's Lance,16,1,Accelerates Special trigger (cooldown count-1).,400,Yes
,Shell Lance,10,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",200,No
,Shell Lance+,14,1,"If unit initiates combat, grants Atk/Spd/Def/Res+2 during combat.",300,No
,Shellpoint Lance,10,1,"At start of turn, if unit is within 3 spaces of an ally, grants Def+6 to unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat.",200,No
,Shellpoint Lance+,14,1,"At start of turn, if unit is within 3 spaces of an ally, grants Def+6 to unit for 1 turn. If unit is within 3 spaces of an ally, grants Atk/Def+5 to unit during combat.",300,No
,Siegmund,16,1,"At start of turn, grants Atk+3 to adjacent allies for 1 turn.",400,Yes
,Silesse Frost,16,1,"Grants Atk+3. At start of combat, if foe's HP ≥ 50%, grants Atk/Spd+6 to unit during combat, and also, if unit is within 2 spaces of support partner and initiates combat, unit attacks twice.",400,Yes
,Silver Lance,11,1,,200,No
,Silver Lance+,15,1,,300,No
,Slaying Lance,10,1,Accelerates Special trigger (cooldown count-1).,200,No
,Slaying Lance+,14,1,Accelerates Special trigger (cooldown count-1).,300,No
,Slaying Spear,10,1,Effective against armored foes.,200,No
,Slaying Spear+,14,1,Effective against armored foes.,300,No
,Sol Lance,16,1,"Grants Res+3. When unit deals damage to foe during combat, restores 10 HP to unit. (Triggers even if 0 damage is dealt.)",400,Yes
,Spear of Assal,16,1,"Grants Spd+3. If unit is within 2 spaces of an ally, grants Atk/Spd+4 to unit during combat and neutralizes foe's bonuses to Atk/Spd (from skills like Fortify, Rally, etc.) during combat. Grants Atk/Spd+4 to allies within 2 spaces during combat.",400,Yes
,Spear of Shadow,16,1,"Accelerates Special trigger (cooldown count-1). If foe initiates combat or if foe's HP = 100% at start of combat, neutralizes penalties on unit and inflicts Atk/Spd/Def-5 on foe during combat.",400,Yes
,Spear,16,1,"Grants Atk+3. Unit can counterattack regardless of foe's range.At start of turn, if unit's HP ≥ 25%, grants the following effects to unit and allies within 2 spaces of unit for 1 turn: Atk/Def+6, ""neutralizes 'effective against flying' bonuses,"" and ""neutralizes foe's bonuses during combat.""At start of combat, if unit's HP ≥ 25%, grants bonus to unit's Atk/Spd/Def/Res = number of foes within 3 rows or 3 columns centered on unit × 3, + 5 (max 14), deals damage = 10% of unit's Atk (excluding area-of-effect Specials), and reduces damage from foe's attacks by 10% of unit's Atk during combat (excluding area-of-effect Specials).",400,Yes
,Spirited Spear,10,1,"If【Bonus】is active on unit, grants Atk/Def+4 and Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special cooldown charge granted even if foe's attack deals 0 damage.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",200,No
