Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Teacake Tower+,12,2,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+4 to unit and inflicts penalty on foe's Atk/Spd/Def/Res during combat = current bonus on each of foe's stats × 2. (Calculates each stat penalty independently; example: if foe has +7 bonus to Atk, inflicts Atk-14, for a net penalty of Atk-7.)",300,No
,Teatime Set,8,2,"Enables【Canto (１)】.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that prevent unit's follow-up attacks during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",200,No
,Teatime Set+,12,2,"Enables【Canto (１)】.If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+5 to unit during combat, and also, if unit's Spd > foe's Spd, neutralizes effects that prevent unit's follow-up attacks during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",300,No
,Tender Excalibur,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit, grants Atk/Spd+X to unit (X = 9, - 3 × number of allies with HP ≤ 40%; min 0), neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks, and reduces damage from foe's first attack by 30% during combat (""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes), and also, if unit's attack can trigger unit's Special, grants Special cooldown count-1 to unit before unit's first attack and Special cooldown count-1 to unit before unit's first follow-up attack during combat.",400,Yes
,Tender Vessel,14,2,"Enables【Canto (１)】.Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, deals damage to foe = X% of foe's Atk as combat begins (if unit has weapon-triangle advantage or if unit's Res > foe's Res, X = 40; otherwise, X = 20; activates only when unit can attack in combat; effects that reduce damage ""during combat"" do not apply; will not reduce foe's HP below 1), grants Atk/Def/Res+5 to unit during combat, grants bonus to unit's Atk/Def/Res during combat = 20% of unit's Res at start of combat, and reduces the percentage of foe's non-Special ""reduce damage by X%"" skills by 50% during combat (excluding area-of-effect Specials).【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)",400,Yes
,Thunderhead,14,2,Grants bonus to unit’s Atk = total bonuses on unit during combat.,400,Yes
,Tiger Spirit,14,2,"Grants Res+3. At start of combat, if unit's HP ≥ 25%, grants Atk/Res+6 to unit during combat, and also, after combat, if unit attacked, inflicts【Panic】on target and foes within 2 spaces of target.【Panic】Converts bonuses on target into penalties through its next action.",400,Yes
,Tome of Luxuries,14,2,"Accelerates Special trigger (cooldown count-1). At the start of turn 1, grants Special cooldown count-2 to unit. At start of turn, if unit's HP ≥ 25%, grants ""if unit initiates combat, unit makes a guaranteed follow-up attack"" to unit for 1 turn. After start-of-turn skills trigger, if unit's HP ≥ 25%, grants any【Bonus】effects active on unit (including stat bonuses; excluding ""unit can move 1 extra space"" and【Pathfinder】) to allies within 2 spaces of unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+5 to unit during combat and deals damage = 15% of unit's Res (including when dealing damage with a Special triggered before combat).【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).【Pathfinder】When an ally moves through unit's space, that space is counted as 0 spaces moved instead of 1 space. (Unit's space can be freely added to ally's normal movement. Applies only to allies with movement types that allow movement through unit's space.)",400,Yes
,Tome of Order,14,2,"Effective against flying foes. Grants weapon-triangle advantage against colorless foes, and inflicts weapon-triangle disadvantage on colorless foes during combat.",400,Yes
,Tome of Reason,14,2,"At start of turn, if unit is within 2 spaces of an ally, grants Def/Res+6 to unit and allies within 2 spaces for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Tome of Reglay,14,2,"Grants Atk+3. At start of turn, grants Special cooldown count-1 to any magic allies within two spaces of unit (including unit) that has their Special cooldown count at its maximum value. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+6 to unit during combat.",400,Yes
,Vafþrúðnir,9,2,"Inflicts Spd-5. If unit initiates combat, unit attacks twice.",400,Yes
,Veðrfölnir's Egg,14,2,"Grants Spd+3. At start of combat, if unit's HP ≥ 75%, grants Atk/Spd/Def/Res+4 during combat.",400,Yes
,Wind's Brand,14,2,"At start of turn, inflicts Atk-7 on foe on the enemy team with the highest Atk through its next action.",400,Yes
,Wind,4,2,,50,No
,Winds of Change,14,2,"Accelerates Special trigger (cooldown count-1). Effective against flying foes. At start of combat, if a bonus granted by a skill like Rally or Hone is active on unit or if unit's HP ≥ 50%, grants Atk/Spd+5 and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",400,Yes
,Winds of Silesse,14,2,"Grants Spd+3. If unit is not adjacent to an ally, grants Atk/Spd+6 to unit during combat.",400,Yes
,Windy War Tome,14,2,"Grants Res+3. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Res-6 on foe during combat, and also, if unit's Res > foe's Res, reduces damage from attacks during combat and from area-of-effect Specials (excluding Røkkr area-of-effect Specials) by percentage = difference between stats × 4 (max 40%), and also, if unit's Res ≥ foe's Res+5, foe cannot make a follow-up attack.",400,Yes
