Sprite,Weapon,Might,Range,Description,SP,Exclusive
,Seashell Bowl+,12,2,"At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+5 to unit during combat, inflicts Spd/Res-X on foe during combat (X = 25% of unit's HP at start of combat; max 10), and restores 10 HP to unit after combat.",300,No
,Shine,9,2,,200,No
,Shine+,13,2,,300,No
,Silver Goblet,8,2,"Grants Def/Res+4 to allies within 2 spaces during combat against bow, dagger, magic, or staff foes.",200,No
,Silver Goblet+,12,2,"Grants Def/Res+4 to allies within 2 spaces during combat against bow, dagger, magic, or staff foes.",300,No
,Spider Plush,8,2,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+5 to unit, inflicts Atk-5 on foe, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",200,No
,Spider Plush+,12,2,"If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk+5 to unit, inflicts Atk-5 on foe, and inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",300,No
,Spirit Forest Writ,14,2,"Accelerates Special trigger (cooldown count-1).Effective against dragon foes. If unit is within 3 spaces of an ally, inflicts Atk/Res-6 on foe during combat, unit makes a guaranteed follow-up attack, disables foe's skills that ""calculate damage using the lower of foe's Def or Res,"" and also, if unit's Res > foe's Res at start of combat, inflicts penalty on foe's Atk/Res during combat = 80% of difference between Res stats at start of combat. (Maximum penalty of -12.)",400,Yes
,Spooky Censer,8,2,"Grants Atk/Spd/Def/Res+3. After combat, deals 6 damage to unit.",200,No
,Spooky Censer+,12,2,"Grants Atk/Spd/Def/Res+3. After combat, deals 6 damage to unit.",300,No
,Tactical Bolt,14,2,"Grants weapon-triangle advantage against colorless foes, and inflicts weapon-triangle disadvantage on colorless foes during combat.",400,Yes
,Tannenbit,8,2,"When unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.)",200,No
,Tannenbit+,12,2,"When unit deals damage to foe during combat, restores 5 HP to unit. (Triggers even if 0 damage is dealt.)",300,No
,Thani,14,2,"Effective against armored and cavalry foes. Grants Res+3. If armored or cavalry foe uses bow, dagger, magic, or staff, reduces damage from foe's first attack by 30%.",400,Yes
,The Cycle's Turn,14,2,"Enables【Canto (１)】.Accelerates Special trigger (cooldown count-1). If unit initiates combat or【Bonus】is active on unit, grants Atk/Spd/Def/Res+5 to unit, grants Atk/Spd+X to unit (X = number of turns × 2; max 10), deals damage = 20% of unit's Spd (including when dealing damage with a Special triggered before combat), and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.【Canto (１)】After an attack, Assist skill, or structure destruction, unit can move １ space(s).(Unit moves according to movement type. Once per turn. Cannot attack or assist. Only highest value applied. Does not stack. After moving, if a skill that grants another action would be triggered (like with Galeforce), Canto will trigger after the granted action. Unit's base movement has no effect on movement granted. Cannot warp (using skills like Wings of Mercy) a distance greater than unit would be able to move with normal Canto movement.)【Bonus】All effects that last ""for 1 turn"" or ""that turn only."" Includes bonuses granted by a skill like Rally or Hone and positive status effects (extra movement or effects like Dominance).",400,Yes
,Thoron,9,2,,200,No
,Thoron+,13,2,,300,No
,Thunder's Mjölnir,14,2,"Accelerates Special trigger (cooldown count-1). At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat and neutralizes effects that grant ""Special cooldown charge +X"" to foe or inflict ""Special cooldown charge -X"" on unit, and also, if unit initiates combat and unit's Spd ≥ foe's Spd+10, unit attacks twice.",400,Yes
,Thunder,4,2,,50,No
,Tome of Favors,14,2,"If foe does not use beast damage, grants Atk/Res+5 to unit during combat and restores 7 HP to unit after combat.",400,Yes
,Tome of Grado,14,2,"Grants Atk+3. If foe initiates combat or if foe's HP = 100% at start of combat, inflicts Atk/Res-6 on foe and neutralizes unit's penalties to Atk/Res during combat, and also, if foe is colorless and uses bow, dagger, magic, or staff, grants weapon-triangle advantage to unit and inflicts weapon-triangle disadvantage on foe during combat.",400,Yes
,Tome of Storms,14,2,"Grants Spd+3. At start of combat, if foe's HP ≥ 75%, grants Atk/Spd+5 to unit during combat and neutralizes effects that guarantee foe's follow-up attacks and effects that prevent unit's follow-up attacks during combat.",400,Yes
,Tome of Thoron,14,2,"At start of turn, if unit's HP ≤ 75% and unit's attack can trigger their Special, grants Special cooldown count-1, and deals +10 damage when Special triggers.",400,Yes
,Total War Tome,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, inflicts Atk/Spd/Def/Res-5, 【Sabotage】, and【Stall】on closest foes within 5 spaces of unit and foes within 2 spaces of those foes through their next actions. At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Def/Res-5 on foe during combat and unit makes a guaranteed follow-up attack, and also, if a stat penalty is active on any foe within 2 spaces of target, neutralizes effects that inflict ""Special cooldown charge -X"" on unit during combat.【Sabotage】Inflicts penalty on unit's Atk/Spd/Def/Res during combat = highest penalty on each stat between unit and allies within 2 spaces of unit through its next action. Calculates each stat penalty independently.【Stall】If unit has ""unit can move 1 extra space,"" converts that effect into ""restricts movement to 1 space"" through its next action.",400,Yes
,True-Love Roses,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn 1, grants Special cooldown count-1 to unit. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Res+6 to unit during combat, and deals damage = 10% of unit's Res.",400,Yes
,Vessel of Cheer,8,2,"If unit initiates combat, grants Atk/Spd+4 during combat.",200,No
,Vessel of Cheer+,12,2,"If unit initiates combat, grants Atk/Spd+4 during combat.",300,No
,Virtuous Naga,14,2,"Effective against dragon foes. Grants Atk+3. At start of combat, if unit's Atk > foe's Atk, grants Atk/Res+6 during combat.",400,Yes
,Wargod's Tome,14,2,"At start of turn, inflicts Atk/Res-4 on foes in cardinal directions with Res < unit's Res through their next actions.",400,Yes
,Weirding Tome,14,2,"Grants Spd+3. At start of turn, inflicts Spd-5 on foes in cardinal directions with Res < unit's Res through their next actions.",400,Yes
,Wind Genesis,14,2,"Accelerates Special trigger (cooldown count-1). At start of turn, if unit's HP ≥ 25%, grants Atk/Spd+6 and【Desperation】to unit for 1 turn. At start of combat, if unit's HP ≥ 25%, grants Atk/Spd+6 to unit during combat and inflicts penalty on foe's Spd/Res during combat = 11 - foe's max Special cooldown count value × 2. (Minimum penalty of 3. If foe does not have a Special skill, penalty = 3.)【Desperation】Grants the following effect for 1 turn: ""If unit initiates combat, unit can make a follow-up attack before foe can counterattack.""",400,Yes
,Worldsea Wave,14,2,"Grants Spd+3. If unit's HP ≥ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",400,Yes
